,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
dezembro 2018,Fomento ao Trabalho,0.5453593193818084,0.26524790944682347,-0.01466816567623143,0.1926558080446685,0.01,66421.27,0.030892244769372506,0.1926558080446685,0.01,66421.27,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Fomento ao Trabalho,0.4339015469759678,0.4339015469759678,0.36365465466936253,0.36365465466936253,0.05,64758.37,0.0346126843710492,0.0346126843710492,0.01,368091.67,1,2019,2019-02-20,92.18681122198316
abril 2019,Fomento ao Trabalho,0.4282305962475111,0.4282305962475111,0.0,0.0,0.0,400000.0,0.06494829996036258,0.09910860791326845,0.02,307425.01,2,2019,2019-04-20,93.40761811629307
junho 2019,Fomento ao Trabalho,0.4276318560568902,0.0,0.0,0.3584000011610931,0.03,-335241.63,0.06485749104143075,0.1638275280368009,0.02,-153241.65,3,2019,2019-06-20,93.53840092464623
agosto 2019,Fomento ao Trabalho,0.4263519092536389,0.4263519092536389,0.0,0.357327272529505,0.03,64758.37,0.06466336579760341,0.22800054093429817,0.02,186091.69,4,2019,2019-08-20,93.8192116226781
outubro 2019,Fomento ao Trabalho,0.4260964218391044,0.4260964218391044,0.0002130482109195522,0.35732619569719193,0.02,64558.37,0.06483766508824335,0.2927015788198681,0.02,125225.03,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Fomento ao Trabalho,0.4191145394170446,0.4191145394170446,-0.00020955726970852228,0.3512616033771732,0.02,64758.37,0.06335614088996758,0.3512616033771732,0.02,64758.37,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Fomento ao Trabalho,0.10429831503892814,0.10429831503892814,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,1,2020,2020-02-20,95.87882600277499
abril 2020,Fomento ao Trabalho,0.10454946061673785,0.10454946061673785,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2,2020,2020-04-20,95.64850876331589
junho 2020,Fomento ao Trabalho,0.10467610614403938,0.10467610614403938,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,3,2020,2020-06-20,95.53278554553334
agosto 2020,Fomento ao Trabalho,0.10405090173384535,0.10405090173384535,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,4,2020,2020-08-20,96.10680766207365
outubro 2020,Fomento ao Trabalho,0.10250764503749998,0.10250764503749998,0.0038475732026600432,0.0038475732026600432,0.0,96246.55,0.000672450151446,0.000672450151446,0.0,99344.0,5,2020,2020-10-20,97.55369949569847
dezembro 2020,Fomento ao Trabalho,0.10025,0.10025,0.0,0.003762833625,0.0,96246.55,0.00274755175,0.00340519175,0.0,96603.3,6,2020,2020-12-20,99.75062344139651
