,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
junho 2018,Essencial à Justiça,1.5444464278890078,1.5444464278890078,0.008343298175140006,1.3246711827076727,0.11,199220.47,0.14780032393852027,0.5977117110991638,0.08,858190.08,3.0,2018.0,2018-06-20,90.64736560099134
agosto 2018,Essencial à Justiça,1.5407351694561833,1.546237795061384,0.019735716995612666,1.341223754591374,0.1,186287.47,0.2729708944211749,0.8692463222099185,0.08,615153.13,4.0,2018.0,2018-08-20,90.86571318380062
outubro 2018,Essencial à Justiça,1.5264396122599009,1.5318911823036865,0.091297639779795,1.4200769838865686,0.09,102552.29,0.11668209066259523,0.9778631977965212,0.07,508136.17,5.0,2018.0,2018-10-20,91.71669738885336
dezembro 2018,Essencial à Justiça,1.5273506677424784,1.454256028643374,-0.0029390045224034645,1.417985552311998,0.08,33246.24,0.3549886968368034,1.3334355322829297,0.08,110746.47,6.0,2018.0,2018-12-20,91.66198893076003
abril 2019,Essencial à Justiça,0.0,0.0,0.0511789292622336,1.084108980456533,0.11,-1014559.98,0.26546340208645536,0.529253731285628,0.1,-495300.44,2.0,2019.0,2019-04-20,93.584685514989
junho 2019,Essencial à Justiça,1.653935355963868,1.526208864280723,0.30257301477741333,1.3851643835954748,0.11,132181.07,0.2523701118860778,0.780882956750891,0.09,698488.7,3.0,2019.0,2019-06-20,93.71587555770597
agosto 2019,Essencial à Justiça,1.6489770066208707,1.4653767151353028,0.01301042858223867,1.3940222140204885,0.1,67071.57,0.24468027219759933,1.0232222121236172,0.09,415614.94,4.0,2019.0,2019-08-20,93.99767211892802
outubro 2019,Essencial à Justiça,1.6479869608260957,4.642075007725447,3.1879361812665303,4.581121424349721,0.29,57329.37,2.5984686077190813,3.62107647722654,0.26,960291.41,5.0,2019.0,2019-10-20,94.05414222592046
dezembro 2019,Essencial à Justiça,1.620727031711635,4.571290738465456,0.056113898747476985,4.561457390224531,0.25,9404.23,0.5411423318818706,4.102321315721839,0.24,448504.03,6.0,2019.0,2019-12-20,95.63609230130871
fevereiro 2020,Essencial à Justiça,0.9159268210585527,0.993988766035134,0.9702383880512312,0.9702383880512312,0.12,22818.78,0.17464957155152333,0.17464957155152333,0.07,787200.98,1.0,2020.0,2020-02-20,96.07754459935659
abril 2020,Essencial à Justiça,0.9181230578678917,0.9963721821179962,0.00030867714534181187,0.972873531910594,0.09,22522.92,0.11952429573926304,0.29459264727293977,0.06,672639.67,2.0,2020.0,2020-04-20,95.84771806554745
junho 2020,Essencial à Justiça,0.9192157344815215,1.8423070914122839,0.8475525372473074,1.8215839054056988,0.14,19839.09,0.9791461456458802,1.2740893935201925,0.15,543976.3,3.0,2020.0,2020-06-20,95.73378337527687
agosto 2020,Essencial à Justiça,0.9137083820985782,1.8416522161936548,0.01126801789683641,1.8219381583550436,0.13,18986.77,0.13003814629628593,1.3964940115877174,0.13,428735.5,4.0,2020.0,2020-08-20,96.3108161467056
outubro 2020,Essencial à Justiça,0.9000530468764502,2.729309076835534,0.9221883173830466,2.7168976828390003,0.17,12134.87,0.1772061259042273,1.5528295903485263,0.12,1150267.7,5.0,2020.0,2020-10-20,97.77201500000001
fevereiro 2019,,,,,,,,,,,,,,,92.35336841149692
fevereiro 2017,Administração,92.0591527141123,91.49552288657533,27.114200488735708,27.114200488735708,3.81,55628184.45,11.8055114344789,11.8055114344789,5.33,68855539.01,1.0,2017.0,2017-02-20,86.40422777626367
abril 2017,Administração,91.70044422556175,91.1390105816478,10.568883530362324,37.57743353689368,3.8,46460500.37,13.070002569296898,24.829513828471352,4.98,57518328.78,2.0,2017.0,2017-04-20,86.74221883194232
