,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
dezembro 2019,Essencial à Justiça,1.620727031711635,4.571290738465456,0.056113898747476985,4.561457390224531,0.25,9404.23,0.5411423318818706,4.102321315721839,0.24,448504.03,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Essencial à Justiça,0.9159268210585527,0.993988766035134,0.9702383880512312,0.9702383880512312,0.12,22818.78,0.17464957155152333,0.17464957155152333,0.07,787200.98,1,2020,2020-02-20,96.07754459935659
abril 2020,Essencial à Justiça,0.9181230578678917,0.9963721821179962,0.00030867714534181187,0.972873531910594,0.09,22522.92,0.11952429573926304,0.29459264727293977,0.06,672639.67,2,2020,2020-04-20,95.84771806554745
junho 2020,Essencial à Justiça,0.9192157344815215,1.8423070914122839,0.8475525372473074,1.8215839054056988,0.14,19839.09,0.9791461456458802,1.2740893935201925,0.15,543976.3,3,2020,2020-06-20,95.73378337527687
agosto 2020,Essencial à Justiça,0.9137083820985782,1.8416522161936548,0.01126801789683641,1.8219381583550436,0.13,18986.77,0.13003814629628593,1.3964940115877174,0.13,428735.5,4,2020,2020-08-20,96.3108161467056
outubro 2020,Essencial à Justiça,0.9000530468764502,2.729309076835534,0.9221883173830466,2.7168976828390003,0.17,12134.87,0.1772061259042273,1.5528295903485263,0.12,1150267.7,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Administração,92.0591527141123,91.49552288657533,27.114200488735708,27.114200488735708,3.81,55628184.45,11.8055114344789,11.8055114344789,5.33,68855539.01,1,2017,2017-02-20,86.40422777626367
abril 2017,Administração,91.70044422556175,91.1390105816478,10.568883530362324,37.57743353689368,3.8,46460500.37,13.070002569296898,24.829513828471352,4.98,57518328.78,2,2017,2017-04-20,86.74221883194232
junho 2017,Administração,91.62643004601398,92.26208381697398,14.350353111959302,51.89745677492235,4.35,35041456.13,16.45634203338374,41.26581521635873,5.11,44271027.38,3,2017,2017-06-20,86.81228763366008
agosto 2017,Administração,91.23285421333713,92.33037212181698,10.549762211352057,62.224296574545136,4.54,26248521.85,12.319227335697361,53.40778771874312,4.96,33935353.2,4,2017,2017-08-20,87.18679327295646
outubro 2017,Administração,90.7043167436801,91.7954764236111,10.488644484928276,61.86381380168576,4.54,26248521.85,12.247858602358011,53.09838145030788,4.96,33935353.2,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Administração,90.05236314030788,88.02421611929718,7.664288620315982,80.45294148138971,4.65,6687685.67,13.86608281237471,78.8525319093625,4.75,8101322.96,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Administração,91.34081142444063,91.34081142444063,24.807303449694583,24.807303449694583,3.12,59128999.32,12.128377453757123,12.128377453757123,5.34,70396888.68,1,2018,2018-02-20,88.87100818799969
abril 2018,Administração,91.05783576383149,91.47197297718792,14.175854291419615,38.906304218880976,3.84,46860815.53,12.916063595033906,25.00686709287174,5.0,59251772.87,2,2018,2018-04-20,89.14718795924118
junho 2018,Administração,89.5508650050744,89.96513593011484,11.918859040600562,50.181279487180745,4.22,36063017.8,14.786955750044887,39.37996919527644,5.06,45854121.03,3,2018,2018-06-20,90.64736560099134
agosto 2018,Administração,89.33567696299315,89.73244453061322,9.73227172290171,59.79296710091314,4.41,27204719.69,12.301220007364362,51.586560318063626,4.94,34661529.74,4,2018,2018-08-20,90.86571318380062
outubro 2018,Administração,88.50678481785971,88.8387638235026,9.852014581041999,69.09019861600603,4.54,18112731.79,12.027742716497649,63.13566229330615,4.82,23574035.85,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Administração,88.55961009237826,88.65752071056022,10.641329872700071,79.77276497375007,4.63,8143943.82,15.429231282209242,78.60257609555514,4.74,9216562.22,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Administração,89.22674009337128,89.68469991365147,27.30714421550056,27.30714421550056,3.45,57607773.82,10.877778886459534,10.877778886459534,4.64,72780846.11,1,2019,2019-02-20,92.35336841149692
abril 2019,Administração,88.05276156727776,95.94384914144844,10.164652504470316,37.11250979674148,3.62,55057123.91,12.923966013715809,23.658623243921472,4.64,67647901.33,2,2019,2019-04-20,93.584685514989
junho 2019,Administração,87.92949914794258,96.85632124741568,12.457300601979004,49.51785770963132,4.04,44363655.58,14.808287237795408,38.43379148479642,4.66,54751185.29,3,2019,2019-06-20,93.71587555770597
agosto 2019,Administração,87.66589442315197,96.62221142571394,10.84387394945653,60.213281578281574,4.29,34223546.5,11.739175100037404,50.057745537003626,4.53,43769513.97,4,2019,2019-08-20,93.99767211892802
outubro 2019,Administração,87.61325982014031,95.55690303795171,15.245968471602492,75.42309799562447,4.76,18936677.63,12.090554877088733,62.118245743671956,4.44,31450442.29,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Administração,86.16401822481444,93.02814955016991,10.467243787482746,84.64274192107732,4.69,8019476.18,18.34412195003489,79.43484804947475,4.55,13000102.37,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Administração,86.5238598120426,86.88600616106818,24.170161203469718,24.170161203469718,2.91,60255843.91,10.465012643617595,10.465012643617595,4.2,73423414.13,1,2020,2020-02-20,96.07754459935659
abril 2020,Administração,86.73132931881572,87.05556218139412,9.467972053120748,33.69608919422898,3.16,51143837.23,12.063213870248712,22.553319835133554,4.22,61823927.39,2,2020,2020-04-20,95.84771806554745
junho 2020,Administração,86.83455000846463,86.37574624607888,10.597368841290358,44.33356042519119,3.5,40248575.1,12.713269528156053,35.2934305202918,4.23,48903033.48,3,2020,2020-06-20,95.73378337527687
agosto 2020,Administração,86.31429295892592,86.11164863733413,9.707001553968023,53.77494365857012,3.8,31143744.48,9.883940060792037,44.96591493320177,4.13,39627791.94,4,2020,2020-08-20,96.3108161467056
outubro 2020,Administração,85.02432930322648,84.14184393151761,9.092838937603975,62.064118214194515,3.96,21585837.3,11.51522330801917,55.80912444118084,4.14,27701470.75,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Segurança Pública,46.350741197182444,46.350741197182444,8.22988264927642,8.22988264927642,1.16,32938033.45,6.8084260821506595,6.8084260821506595,3.07,34166232.02,1,2017,2017-02-20,86.40422777626367
abril 2017,Segurança Pública,46.17013553410762,46.17013553410762,6.385986195179235,14.58380110671275,1.48,27398687.33,6.425166205164736,13.207063255086295,2.65,28592900.29,2,2017,2017-04-20,86.74221883194232
junho 2017,Segurança Pública,46.13287023261398,46.13287023261398,8.208607587985018,22.780637671310508,1.91,20272607.3,8.129841987096178,21.326245425217397,2.64,21535198.48,3,2017,2017-06-20,86.81228763366008
agosto 2017,Segurança Pública,45.934709256502,46.10675366181738,6.748764267059131,29.431549076090782,2.15,14538576.15,7.128585484893412,28.36322530246151,2.64,15470013.39,4,2017,2017-08-20,87.18679327295646
outubro 2017,Segurança Pública,45.6685966240605,45.83964432796344,6.709666786006062,29.26104387145925,2.15,14538576.15,7.087287593175488,28.198909196581265,2.64,15470013.39,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Segurança Pública,45.34034536547767,45.545073287732244,8.304152645164264,44.335917713719574,2.56,1068043.73,9.001838510881269,43.84034203298111,2.64,1505784.34,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Segurança Pública,47.197506650615274,47.197506650615274,8.276578042684132,8.276578042684132,1.04,34589421.65,6.928288904942812,6.928288904942812,3.05,35787659.8,1,2018,2018-02-20,88.87100818799969
abril 2018,Segurança Pública,47.051287831061536,47.051287831061536,7.030811328413046,15.281748366789381,1.51,28321651.06,6.811974980945535,13.718799908295056,2.74,29714975.66,2,2018,2018-04-20,89.14718795924118
junho 2018,Segurança Pública,46.2726078379726,46.2726078379726,7.786288099168776,22.81512964318714,1.92,21263586.02,7.848822216541273,21.34058147387401,2.74,22600225.09,3,2018,2018-06-20,90.64736560099134
agosto 2018,Segurança Pública,46.161416149516185,46.161416149516185,6.60516905629702,29.365474627405472,2.16,15261752.05,6.968004892222398,28.257305589032132,2.71,16268697.75,4,2018,2018-08-20,90.86571318380062
outubro 2018,Segurança Pública,45.73311206591451,45.73311206591451,6.455592458696165,35.54860246631872,2.33,9340895.85,6.795277433046172,34.79040043790103,2.66,10036293.71,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Segurança Pública,45.76040787385106,45.76040787385106,8.534322570623209,44.10414222032395,2.56,1518166.04,9.074772386057836,43.88593747446022,2.65,1718176.85,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Segurança Pública,47.09627894263723,47.73838475880817,8.012528928050237,8.012528928050237,1.01,36688165.99,6.75771794504798,6.75771794504798,2.88,37847026.2,1,2019,2019-02-20,92.35336841149692
abril 2019,Segurança Pública,46.47662142651921,46.896568715797706,7.457814685803638,15.364920767615287,1.5,29508793.57,6.671330512725861,13.340135473341359,2.61,31403682.52,2,2019,2019-04-20,93.584685514989
junho 2019,Segurança Pública,46.411560198482874,46.83091961614952,7.732378038273735,23.07578991425406,1.88,22262327.79,8.176095452772998,21.49755647066929,2.61,23741383.08,3,2019,2019-06-20,93.71587555770597
agosto 2019,Segurança Pública,46.27242251804824,46.69052473392307,7.39493311196617,30.40154388487839,2.17,15311262.81,7.096801526701549,28.529910257851856,2.58,17070554.85,4,2019,2019-08-20,93.99767211892802
outubro 2019,Segurança Pública,46.2446405555684,47.0647724516705,6.6773397442874165,37.060630542217325,2.34,9409309.86,6.925305261255074,35.438086160988114,2.53,10935380.06,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Segurança Pública,45.479691770514556,47.08982449650311,9.298078869621813,45.74567655081964,2.54,1285490.57,9.047605785417051,43.899498159886114,2.52,3051103.44,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Segurança Pública,46.70185961465598,46.70185961465598,8.166916986399075,8.166916986399075,0.98,37023426.69,6.510051808757285,6.510051808757285,2.61,38615302.07,1,2020,2020-02-20,96.07754459935659
abril 2020,Segurança Pública,46.8138427346958,46.8138427346958,6.393873014075285,14.58037287903186,1.37,30895045.31,6.53876124177939,13.064423048065269,2.45,32348048.63,2,2020,2020-04-20,95.84771806554745
junho 2020,Segurança Pública,46.86955682521121,46.86955682521121,7.7291331326521915,22.326858405054846,1.76,23495653.74,7.488009840684172,20.5679811199074,2.47,25179493.51,3,2020,2020-06-20,95.73378337527687
agosto 2020,Segurança Pública,46.588744437230915,46.39650227024733,5.940138105864958,28.133228264546087,1.99,17589508.25,5.850610238227892,26.295361178772726,2.42,19359573.04,4,2020,2020-08-20,96.3108161467056
outubro 2020,Segurança Pública,45.89247751516628,45.72356415074395,5.689399855367611,33.40217814882919,2.13,12046867.37,6.508699600800903,32.411077658571315,2.4,13015886.29,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Assistência Social,46.03825648787037,47.65749629361556,33.35822837816973,33.35822837816973,4.69,12355172.02,4.125679913754504,4.125679913754504,1.86,37613329.78,1,2017,2017-02-20,86.40422777626367
abril 2017,Assistência Social,45.85886842146539,49.433052667324596,2.366749061350971,35.594997102645166,3.6,12003436.44,12.770379209991852,16.879983411962414,3.38,28237254.57,2,2017,2017-04-20,86.74221883194232
junho 2017,Assistência Social,45.82185435299637,49.39315376752522,2.5300198046484756,38.09628711728219,3.19,9807068.37,9.767423392621529,26.633782463572643,3.3,19757930.88,3,2017,2017-06-20,86.81228763366008
agosto 2017,Assistência Social,45.62502932693434,49.18098843910604,1.496869125481194,39.42951592722832,2.88,8501996.18,7.229689249226194,33.74906789825351,3.14,13454596.66,4,2017,2017-08-20,87.18679327295646
outubro 2017,Assistência Social,45.36071075703519,48.896069202401534,1.4881973435139264,39.20108970119743,2.88,8501996.18,7.187805635092437,33.55355009817991,3.14,13454596.66,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Assistência Social,45.034672483541065,48.404949065482754,0.4999196886334109,41.81146189518735,2.42,5824008.74,2.6498908366663043,41.36938667853715,2.49,6214492.54,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Assistência Social,49.047041199073284,51.578406866987216,36.287374699046794,36.287374699046794,4.56,13589294.45,5.921269677584878,5.921269677584878,2.6,40575958.13,1,2018,2018-02-20,88.87100818799969
abril 2018,Assistência Social,48.89509248449773,51.41861593094515,1.4608468980484544,37.6358025845301,3.72,12286990.52,8.87558567031591,14.778511136014236,2.95,32663623.09,2,2018,2018-04-20,89.14718795924118
junho 2018,Assistência Social,48.08589826191629,50.6645345350199,1.6828730320909813,38.69581813816815,3.26,10849326.11,6.877246193166615,21.411178881284275,2.75,26517396.25,3,2018,2018-06-20,90.64736560099134
agosto 2018,Assistência Social,47.97034929096985,50.54278917846827,1.9309297297330834,40.53376297778975,2.99,9094773.04,6.493432729752564,27.853161190520474,2.67,20617092.29,4,2018,2018-08-20,90.86571318380062
outubro 2018,Assistência Social,47.52526120210852,50.182864364230475,1.290725150057434,41.44839966143406,2.72,8010962.56,6.670750500381149,34.2654789201115,2.62,14598900.24,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Assistência Social,47.553626654257,50.21281600682627,0.8762706541385759,42.349408792910566,2.46,7207755.45,7.262121199473743,41.548051470678715,2.51,7942295.51,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Assistência Social,48.4511835027228,49.802238739214495,36.932348507338176,36.932348507338176,4.66,11885777.14,6.499121399943222,6.499121399943222,2.77,39991887.49,1,2019,2019-02-20,92.35336841149692
abril 2019,Assistência Social,47.8136991685816,49.34519442564526,2.954070278472234,39.400490643412226,3.84,9306719.76,7.170140064129689,13.583750899033507,2.66,33467234.46,2,2019,2019-04-20,93.584685514989
junho 2019,Assistência Social,47.74676620552647,49.49431027984029,2.0787036651015054,41.42403874367674,3.38,7563125.63,8.139727900533662,21.70446331419614,2.63,26043498.4,3,2019,2019-06-20,93.71587555770597
agosto 2019,Assistência Social,47.60362569765127,49.46827424743919,1.4382697459672131,42.73812294965389,3.05,6326185.55,7.441244450341574,29.08063973692345,2.63,19163901.84,4,2019,2019-08-20,93.99767211892802
outubro 2019,Assistência Social,47.575044480782395,49.43857349558103,1.6621125056299464,44.374575486264874,2.8,4762899.89,7.225764606598101,36.28894432742351,2.6,12367770.92,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Assistência Social,46.78808901876021,48.35593883771343,1.3731258235255497,45.0136859255707,2.49,3196400.08,8.078540176713469,43.76721637488656,2.51,4388474.85,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Assistência Social,48.00081037906629,49.82940394619599,36.4807103430438,36.4807103430438,4.39,12825097.05,7.248959774151681,7.248959774151681,2.91,40910245.24,1,2020,2020-02-20,96.07754459935659
abril 2020,Assistência Social,48.115908162217536,49.9488863858603,1.9107347435726763,38.47891962829835,3.61,10993701.4,7.1017747499684525,14.36811629733539,2.69,34103356.2,2,2020,2020-04-20,95.84771806554745
junho 2020,Assistência Social,48.17317186683955,50.008331554525846,2.024285149583325,40.5489993097097,3.2,9055776.64,6.822388565170514,21.20760464507369,2.54,27572025.51,3,2020,2020-06-20,95.73378337527687
agosto 2020,Assistência Social,47.88454905184344,52.04700207673885,2.0646536282809995,42.37070928548648,2.99,9319316.56,6.468943852069217,27.549486102976594,2.53,23593757.57,4,2020,2020-08-20,96.3108161467056
outubro 2020,Assistência Social,47.1689163816456,53.519294329773196,1.1058029028040386,42.843283632847296,2.73,10438150.78,7.419059022154754,34.5568191573018,2.56,18539994.07,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Previdência Social,107.9576803134455,107.9576803134455,15.931614568264889,15.931614568264889,2.24,79514411.46,15.928562946755315,15.928562946755315,7.19,79517048.19,1,2017,2017-02-20,86.40422777626367
abril 2017,Previdência Social,107.53702321210416,107.53702321210416,16.56802092859053,32.43755796069017,3.28,65142942.49,16.568801655679504,32.435298956912796,6.5,65144902.0,2,2017,2017-04-20,86.74221883194232
junho 2017,Previdência Social,107.45022685455898,107.45022685455898,20.942253585943778,53.35363022047714,4.47,46962493.07,20.94239413056404,53.351513584629735,6.61,46964330.57,3,2017,2017-06-20,86.81228763366008
agosto 2017,Previdência Social,106.98868085211883,106.98868085211883,17.031237063063138,70.15568996614604,5.12,32113503.62,17.031287632648674,70.15363299176646,6.52,32115297.03,4,2017,2017-08-20,87.18679327295646
outubro 2017,Previdência Social,106.36886546711187,106.36886546711187,16.932570338010436,69.74925841057895,5.12,32113503.62,16.932620614632203,69.74721335282791,6.52,32115297.03,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Previdência Social,105.60432010017121,110.03091627932719,22.19782296723099,108.93870317980611,6.29,964748.77,22.19958331471563,108.93870317980611,6.56,964748.77,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Previdência Social,122.44825643228627,122.44825643228627,18.24893673501718,18.24893673501718,2.29,92602985.94,17.968696198673594,17.968696198673594,7.9,92852038.53,1,2018,2018-02-20,88.87100818799969
abril 2018,Previdência Social,122.06890928489393,122.06890928489393,18.585434548507806,36.77783571254116,3.63,76034593.67,18.631514970044805,36.54454378852098,7.31,76242566.86,2,2018,2018-04-20,89.14718795924118
junho 2018,Previdência Social,120.04871766379267,120.04871766379267,23.137570585692377,59.30674782832527,4.99,55060995.47,23.182542063605414,59.1222882702439,7.6,55228203.2,3,2018,2018-06-20,90.64736560099134
agosto 2018,Previdência Social,119.76024419670809,119.76024419670809,18.68881382755434,77.85304932005059,5.74,38079271.5,18.73394820064515,77.71416738584429,7.44,38205467.56,4,2018,2018-08-20,90.86571318380062
outubro 2018,Previdência Social,118.64906074695335,121.70193997147314,18.75382062338675,95.88451821062617,6.3,23678886.59,18.797973488844075,95.79107774401554,7.31,23764587.1,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Previdência Social,118.71987643886018,121.77457777434513,23.603534739294258,119.54528162461445,6.93,2043417.19,23.69703097584738,119.54528162461445,7.21,2043417.19,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Previdência Social,137.8076427412217,137.8076427412217,19.423731660844183,19.423731660844183,2.45,109331529.54,19.126972154705932,19.126972154705932,8.15,109605596.94,1,2019,2019-02-20,92.35336841149692
abril 2019,Previdência Social,135.9944731337648,135.9944731337648,19.729242298990023,38.89741106643957,3.79,90867980.18,19.72934535003889,38.604659150362316,7.56,91141951.14,2,2019,2019-04-20,93.584685514989
junho 2019,Previdência Social,135.80409855065903,135.80409855065903,24.862150923034438,63.70511067064442,5.2,67568197.76,24.86220058377732,63.41281822993482,7.7,67842122.18,3,2019,2019-06-20,93.71587555770597
agosto 2019,Previdência Social,135.39697008557306,136.083157291554,20.04007615865926,83.55420464097304,5.96,49375992.68,20.040215736583953,83.26292804461906,7.53,49649785.9,4,2019,2019-08-20,93.99767211892802
outubro 2019,Previdência Social,135.31567774473365,136.00145296391617,20.216795167113556,103.72083386362019,6.54,30361259.4,20.217152259307532,103.43008924192863,7.4,30634716.76,5,2019,2019-10-20,94.05414222592046
