,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
fevereiro 2019,Urbanismo,93.88904973519693,93.80944158309097,34.77335031994581,34.77335031994581,4.39,54521818.86,7.276824490099908,7.276824490099908,3.1,79915786.66,1,2019,2019-02-20,92.35336841149692
abril 2019,Urbanismo,92.65372803556852,98.50562480677993,8.535497358401246,42.85132601484995,4.18,52083900.5,10.512713726461419,17.69379521753896,3.47,75627496.58,2,2019,2019-04-20,93.584685514989
junho 2019,Urbanismo,92.52402486130337,100.5397108219755,12.276772768254798,55.06811249735634,4.5,42614106.5,12.739935127264854,30.408961331692637,3.69,65723645.92,3,2019,2019-06-20,93.71587555770597
agosto 2019,Urbanismo,92.24664616193142,100.22979096843876,12.151939534787562,67.05496278700696,4.78,31183566.22,14.314995400072737,44.63279340249947,4.04,52259883.48,4,2019,2019-08-20,93.99767211892802
outubro 2019,Urbanismo,92.1912612755758,100.10385300611739,6.089613008475819,73.10431599582547,4.61,25394182.94,12.67975394571548,57.2857498190561,4.1,40272199.67,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Urbanismo,90.66629335587506,99.1578497595121,5.5747454143178565,77.46981733274579,4.29,20741586.71,15.372159648349438,71.7103258296361,4.11,26249739.32,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Urbanismo,93.71674762866806,106.80727646393996,53.71051376800649,53.71051376800649,6.46,51014065.86,8.386567239619028,8.386567239619028,3.37,94560200.8,1,2020,2020-02-20,96.07754459935659
abril 2020,Urbanismo,93.94146445763452,107.10216400749077,8.111996734948654,61.9512991841835,5.8,43276073.62,14.716904162865353,23.123580965008557,4.33,80491555.51,2,2020,2020-04-20,95.84771806554745
junho 2020,Urbanismo,94.05326607331483,116.258371722038,9.426913145825415,71.45194181019399,5.64,42894890.55,14.691938941621633,37.843039742808266,4.54,75069964.05,3,2020,2020-06-20,95.73378337527687
agosto 2020,Urbanismo,93.48975909709381,115.5317547828776,4.323658013298269,75.34750551740834,5.32,38701778.43,12.016288754496099,49.63259722271089,4.56,63468016.48,4,2020,2020-08-20,96.3108161467056
outubro 2020,Urbanismo,92.0925583869781,113.6900426875727,14.491994411693364,88.71343447304425,5.66,24420133.13,12.085058418812375,60.975898461333735,4.52,51539681.0,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Habitação,9.751837632087176,9.751837632087176,1.5031265407093737,1.5031265407093737,0.21,7127235.12,1.4928074738888386,1.4928074738888386,0.67,7136151.23,1,2017,2017-02-20,86.40422777626367
abril 2017,Habitação,9.713839596753749,9.713839596753749,1.5993899956466386,3.0966596037901386,0.31,5739888.75,1.579985119651235,3.0669758692180658,0.61,5765637.08,2,2017,2017-04-20,86.74221883194232
junho 2017,Habitação,9.70599926540002,9.70599926540002,1.645863090291381,4.740023287215513,0.4,4311077.35,1.6604523498826569,4.724952770867401,0.59,4324160.41,3,2017,2017-06-20,86.81228763366008
agosto 2017,Habitação,9.664307727915451,9.6872469819575,1.9921334238803154,6.7117962254669905,0.49,2594200.1,1.9964121682405085,6.701069187977815,0.62,2603552.66,4,2017,2017-08-20,87.18679327295646
outubro 2017,Habitação,9.608319687241472,9.631126047761866,1.9805924371584178,6.6729129106299165,0.49,2594200.1,1.9848463935544842,6.662248017872487,0.62,2603552.66,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Habitação,9.539258159991881,12.19620567024083,1.4610623394841615,11.348370160260439,0.66,748890.73,2.6645627500778546,10.947598459684675,0.66,1102891.25,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Habitação,9.001810785218757,9.001810785218757,2.4169216866046965,2.4169216866046965,0.3,5852057.33,1.57298234655198,1.57298234655198,0.69,6602074.73,1,2018,2018-02-20,88.87100818799969
abril 2018,Habitação,8.973922995369934,8.973922995369934,1.459272670041799,3.8687066849229605,0.38,4551156.78,1.604672466678417,3.1727816824611317,0.63,5171554.35,2,2018,2018-04-20,89.14718795924118
junho 2018,Habitação,8.825408159365761,8.825408159365761,1.5841279009925204,5.38880903776268,0.45,3115186.57,1.7298145727721532,4.850087987501226,0.62,3603523.01,3,2018,2018-06-20,90.64736560099134
agosto 2018,Habitação,8.804200968321048,11.00525121040131,2.1379639601467817,7.513823851455989,0.55,3172510.37,2.0787196774423595,6.917153049012261,0.66,3714679.55,4,2018,2018-08-20,90.86571318380062
outubro 2018,Habitação,8.722512070056576,10.772247890819434,1.6002962511582752,9.044403839390915,0.59,1584721.5,1.7532350987110736,8.606208034873378,0.66,1986620.22,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Habitação,8.727718101385591,10.99687025950771,1.0902069458201031,10.140008937642557,0.59,785416.13,1.5286642875035656,10.140008937642557,0.61,785416.13,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Habitação,10.63307182932975,10.63307182932975,4.275747975326064,4.275747975326064,0.54,5871202.72,1.5306793290974527,1.5306793290974527,0.65,8406366.08,1,2019,2019-02-20,92.35336841149692
abril 2019,Habitação,10.493169845003303,10.493169845003303,1.1996599377578534,5.4191508280355585,0.53,4748504.74,1.9084302310488026,3.4189700295434884,0.67,6620367.65,2,2019,2019-04-20,93.584685514989
junho 2019,Habitação,10.478480771332377,10.478480771332377,1.074415859648025,6.4859805810139415,0.53,3741606.51,1.5991114537229258,5.013295369691158,0.61,5121746.35,3,2019,2019-06-20,93.71587555770597
agosto 2019,Habitação,10.447067229043194,10.447067229043194,0.6679344348077457,7.13447062977806,0.51,3113763.69,1.1770309147658256,6.175296876135232,0.56,4015364.69,4,2019,2019-08-20,93.99767211892802
outubro 2019,Habitação,10.440794809878877,10.440794809878877,1.5949145933379114,8.725101686949852,0.55,1613680.45,1.4542026939277788,7.625791921818579,0.55,2647626.82,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Habitação,10.268089968650486,10.268089968650486,0.30436706790875095,8.885143794069176,0.49,1322595.68,1.38549276545657,8.885143794069176,0.51,1322595.68,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Habitação,10.47070888619209,10.47070888619209,5.731896920310014,5.731896920310014,0.69,4552934.18,1.181923242038811,1.181923242038811,0.47,8924437.17,1,2020,2020-02-20,96.07754459935659
abril 2020,Habitação,10.495815866080672,10.495815866080672,0.16136469716913818,5.90700573187158,0.55,4398269.8,0.9976166144572035,2.1823739075034725,0.41,7968244.41,2,2020,2020-04-20,95.84771806554745
junho 2020,Habitação,10.508307146459211,10.508307146459211,0.08261212208649044,5.996647899619686,0.47,4319182.09,0.8260273041754869,3.0109984985137577,0.36,7177457.22,3,2020,2020-06-20,95.73378337527687
agosto 2020,Habitação,10.445348095354202,10.445348095354202,-0.2832353632892881,5.677484459970531,0.4,4591968.38,0.9389843593708699,3.931942881920572,0.36,6273113.72,4,2020,2020-08-20,96.3108161467056
outubro 2020,Habitação,10.289242785883056,10.289242785883056,0.04202925550833742,5.634663937323987,0.36,4550875.53,0.8297961538380895,4.7029763066660735,0.35,5461805.3,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Saneamento,239.4379121536849,241.65009325777328,136.53119304007888,136.53119304007888,19.21,90827173.98,20.566489392179637,20.566489392179637,9.29,191025580.66,1,2017,2017-02-20,86.40422777626367
abril 2017,Saneamento,238.50494232897807,241.2272821904648,42.21251701082419,178.2117162572224,18.04,54661100.1,30.46947190872104,50.95582397498406,10.21,165045684.66,2,2017,2017-04-20,86.74221883194232
junho 2017,Saneamento,238.31243783487608,241.34359629380802,8.567651334551542,186.6355275692313,15.64,47493325.98,33.23885364220235,84.15354964298147,10.43,136460275.43,3,2017,2017-06-20,86.81228763366008
agosto 2017,Saneamento,237.28878105690265,243.55996306136336,15.620293198952048,201.45413905764133,14.69,36710717.73,35.93750463089778,119.7295777506008,11.13,107963742.05,4,2017,2017-08-20,87.18679327295646
outubro 2017,Saneamento,235.91410070738135,242.14895199855923,15.529800466768423,200.2870588229215,14.69,36710717.73,35.729308604069686,119.0359507824098,11.13,107963742.05,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Saneamento,234.2184256440089,240.5714883562911,-13.000831714479377,218.79753887242788,12.64,19232868.56,44.990823380311944,196.41040470795497,11.83,39007361.43,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Saneamento,235.32533754718872,237.3533488263984,155.6070729359334,155.6070729359334,19.55,72648739.54,20.02471274136286,20.02471274136286,8.81,193142149.97,1,2018,2018-02-20,88.87100818799969
abril 2018,Saneamento,234.59629494496076,240.8245498087469,12.516215088132068,167.64121419996846,16.56,65240885.75,32.85599895017633,52.818674730972184,10.56,167601950.83,2,2018,2018-04-20,89.14718795924118
junho 2018,Saneamento,230.7138201021397,238.03042994074647,12.984748825255743,177.85156798670042,14.97,54550553.01,33.00406959611943,84.94861638776392,10.92,138764631.2,3,2018,2018-06-20,90.64736560099134
agosto 2018,Saneamento,230.15942171384884,237.62352872666776,15.193916512902383,192.61811251727778,14.2,40894492.41,32.66405387691534,117.40854128795795,11.24,109234205.69,4,2018,2018-08-20,90.86571318380062
outubro 2018,Saneamento,228.02391053541905,244.57740025128965,18.536812863985908,209.3677374860834,13.75,32293139.85,32.97144733830681,149.29062521677855,11.39,87393883.11,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Saneamento,228.16000660642212,246.8169376521995,9.674283237186215,219.16698185738818,12.71,25344499.42,49.940304933355364,199.32003425979457,12.02,43536606.33,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Saneamento,243.80697084782207,245.97256592507864,155.5789977576099,155.5789977576099,19.65,83481505.03,21.61589405277701,21.61589405277701,9.21,207200943.73,1,2019,2019-02-20,92.35336841149692
abril 2019,Saneamento,240.59914158063455,244.408525541677,11.817306506018769,165.34931249538238,16.12,73987315.9,33.46738821383716,54.79887654458826,10.74,177445593.72,2,2019,2019-04-20,93.584685514989
junho 2019,Saneamento,240.26233406031005,246.54302019269932,15.482502408106587,180.60034736140602,14.74,61798753.21,37.08347650084176,91.80564174212155,11.14,145013489.03,3,2019,2019-06-20,93.71587555770597
agosto 2019,Saneamento,239.54204920640734,249.69230057425878,19.296043775479458,199.35496754952726,14.22,47315921.25,34.144652432873485,125.67506912355992,11.36,116573310.59,4,2019,2019-08-20,93.99767211892802
outubro 2019,Saneamento,239.39822816006384,249.70186792610622,9.180163239658421,208.41543806666897,13.14,38831597.46,38.11549079240903,163.71510460446717,11.71,80874112.67,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Saneamento,235.43825827868838,265.3108034784561,36.29083168794953,241.2587970481544,13.37,23002399.07,61.482734190714496,222.48976994963255,12.75,40952363.15,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Saneamento,240.48283182452116,241.00324479103168,161.81261328887155,161.81261328887155,19.47,76084414.3,24.441535738578043,24.441535738578043,9.81,208067172.6,1,2020,2020-02-20,96.07754459935659
abril 2020,Saneamento,241.059468773155,243.45910858349154,17.192240673618254,179.39285310101232,16.81,61406043.93,37.46973155421347,61.969873940431555,11.61,173953289.94,2,2020,2020-04-20,95.84771806554745
junho 2020,Saneamento,241.3463584681313,243.7488541377989,6.494594761420102,186.100946884765,14.7,55188522.65,37.17823624548367,99.2218617722892,11.91,138361157.79,3,2020,2020-06-20,95.73378337527687
agosto 2020,Saneamento,239.90036554985963,242.28846700307184,10.686379829159046,195.67232894479653,13.81,44896383.02,37.37557238136985,136.00296025991102,12.5,102364438.99,4,2020,2020-08-20,96.3108161467056
outubro 2020,Saneamento,236.3150641827316,239.39774586828344,11.333927606994699,204.0819414226044,13.02,34528973.62,36.499151561927,170.469553020872,12.65,67392483.05,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Gestão Ambiental,131.63129042077318,131.63129042077318,44.48844587736704,44.48844587736704,6.26,75295101.89,25.183711109999283,25.183711109999283,11.37,91975208.89,1,2017,2017-02-20,86.40422777626367
abril 2017,Gestão Ambiental,131.11838909764865,131.15297433238666,57.70733931418288,102.02243596218877,10.33,25268475.34,23.70548686313742,48.79106964279659,9.78,71442543.6,2,2017,2017-04-20,86.74221883194232
junho 2017,Gestão Ambiental,131.01255951225627,131.01371142292152,3.0908221786792622,105.03091277212987,8.8,22556261.9,26.834555078545662,75.58624398530146,9.37,48117852.46,3,2017,2017-06-20,86.81228763366008
agosto 2017,Gestão Ambiental,130.44980292362496,130.48421180468802,16.085224784095843,120.6649835722678,8.8,8561070.22,23.530517214656502,98.79208502409375,9.18,27631349.06,4,2017,2017-08-20,87.18679327295646
outubro 2017,Gestão Ambiental,129.69407068934356,129.72828023012417,15.992038573058634,119.96593753623826,8.8,8561070.22,23.394198339887176,98.21975481376536,9.18,27631349.06,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Gestão Ambiental,128.7618712113312,150.34609911512663,14.999624085582713,148.9236056741878,8.6,1256484.47,23.38489615487044,145.02340311572715,8.74,4701522.46,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Gestão Ambiental,144.34403594098276,144.36854067030228,102.9306455222053,102.9306455222053,12.93,36826275.19,22.975440806079575,22.975440806079575,10.11,107883271.72,1,2018,2018-02-20,88.87100818799969
abril 2018,Gestão Ambiental,143.89685523075687,143.92128404393486,15.61868087904914,118.23044520281373,11.68,22902660.39,23.79676969698616,46.70103212793968,9.34,86669120.71,2,2018,2018-04-20,89.14718795924118
junho 2018,Gestão Ambiental,141.51541983542995,141.53944436152136,1.993036364622429,118.26681499150767,9.95,21096025.43,25.35604338594109,71.28419211257624,9.16,63684535.36,3,2018,2018-06-20,90.64736560099134
agosto 2018,Gestão Ambiental,141.175362527028,141.6769572254354,5.459463714289537,123.44208709737705,9.1,16569244.79,22.405637656547412,93.51853599400287,8.95,43759492.91,4,2018,2018-08-20,90.86571318380062
outubro 2018,Gestão Ambiental,139.86548104335722,140.41693744595275,11.209425265730811,133.50616730218357,8.77,6338330.14,23.21335191533784,115.86418552497396,8.84,22518973.18,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Gestão Ambiental,139.94895975571796,147.15563718772296,9.802464156420633,143.3883146145585,8.31,3453202.8,24.862846787248994,140.79618585135353,8.49,5829199.58,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Gestão Ambiental,145.73913471167393,145.73913471167393,97.23891903960107,97.23891903960107,12.28,44791582.86,24.247669061968143,24.247669061968143,10.34,112201460.86,1,2019,2019-02-20,92.35336841149692
abril 2019,Gestão Ambiental,143.82160848148877,145.53162437906172,19.04380809950526,115.00333037157255,11.21,28569807.94,23.70621054921072,47.63484696741328,9.33,91616391.27,2,2019,2019-04-20,93.584685514989
junho 2019,Gestão Ambiental,143.62027692642377,145.3278990240422,3.148965148581319,117.99130580806661,9.63,25618727.68,24.25783023923389,71.8259946134229,8.72,68882953.27,3,2019,2019-06-20,93.71587555770597
agosto 2019,Gestão Ambiental,143.18971626202327,144.94541186894426,4.75176196315673,122.38934045562827,8.73,21202182.05,24.456586713035048,96.06725345894642,8.69,45944331.08,4,2019,2019-08-20,93.99767211892802
outubro 2019,Gestão Ambiental,143.10374515637957,144.8052257739541,13.680948297940922,135.99680619355965,8.58,8284683.48,24.750119068742787,120.75969374871246,8.64,22615818.89,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Gestão Ambiental,140.7366160214371,148.75232763776702,11.666099713536,145.4133351369658,8.06,3193281.95,25.414516198993002,144.17668158751522,8.26,4375969.08,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Gestão Ambiental,140.47194957239137,141.04440383555297,107.54552514937187,107.54552514937187,12.94,32184900.11,25.056049132380945,25.056049132380945,10.06,111438763.22,1,2020,2020-02-20,96.07754459935659
abril 2020,Gestão Ambiental,140.80877742723456,141.38260433840196,14.574992239717657,122.37839327565845,11.47,18215102.64,25.785124298002074,50.901253576674115,9.53,86724309.98,2,2020,2020-04-20,95.84771806554745
junho 2020,Gestão Ambiental,140.97635676942625,141.655322936941,2.4566659094425436,124.98070415850623,9.87,15963243.42,23.546936227970637,74.50876840455143,8.94,64281937.06,3,2020,2020-06-20,95.73378337527687
agosto 2020,Gestão Ambiental,140.13171666453218,141.81849419897378,3.7257240604566717,127.95762382729578,9.03,13349517.38,25.413391890187214,99.47575144007034,9.14,40780641.13,4,2020,2020-08-20,96.3108161467056
outubro 2020,Gestão Ambiental,138.0374537642494,143.68961133714998,5.661519280338038,131.70682153783983,8.4,11715815.04,23.832552198090628,121.82164251191917,9.04,21380753.76,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Ciência e Tecnologia,0.7291309883948398,0.7291309883948398,0.0,0.0,0.0,630000.0,0.0,0.0,0.0,630000.0,1,2017,2017-02-20,86.40422777626367
abril 2017,Ciência e Tecnologia,0.7262899294985593,0.7262899294985593,0.5764205789671106,0.5764205789671106,0.06,130000.0,0.5764205789671106,0.5764205789671106,0.12,130000.0,2,2017,2017-04-20,86.74221883194232
junho 2017,Ciência e Tecnologia,0.7257037191077632,0.7257037191077632,0.0,0.5759553326252089,0.05,130000.0,0.0,0.5759553326252089,0.07,130000.0,3,2017,2017-06-20,86.81228763366008
agosto 2017,Ciência e Tecnologia,0.722586502324559,0.722586502324559,0.0,0.5734813510512373,0.04,130000.0,0.0,0.5734813510512373,0.05,130000.0,4,2017,2017-08-20,87.18679327295646
outubro 2017,Ciência e Tecnologia,0.7184003563923722,0.7184003563923722,0.0,0.5701590130098192,0.04,130000.0,0.0,0.5701590130098192,0.05,130000.0,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Ciência e Tecnologia,0.7132367245187379,0.56945725783004,0.0,0.5660608924751888,0.03,3000.0,0.0,0.5660608924751888,0.03,3000.0,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Ciência e Tecnologia,0.6751358088914068,0.6751358088914068,0.5626131740761723,0.5626131740761723,0.07,100000.0,0.5626131740761723,0.5626131740761723,0.25,100000.0,1,2018,2018-02-20,88.87100818799969
abril 2018,Ciência e Tecnologia,0.6730442246527449,0.6730442246527449,0.0,0.5608701872106209,0.06,100000.0,0.0,0.5608701872106209,0.11,100000.0,2,2018,2018-04-20,89.14718795924118
junho 2018,Ciência e Tecnologia,0.6619056119524319,0.6619056119524319,0.0,0.5515880099603601,0.05,100000.0,0.0,0.5515880099603601,0.07,100000.0,3,2018,2018-06-20,90.64736560099134
agosto 2018,Ciência e Tecnologia,0.6603150726240786,0.6603150726240786,0.0,0.5502625605200655,0.04,100000.0,0.0,0.5502625605200655,0.05,100000.0,4,2018,2018-08-20,90.86571318380062
outubro 2018,Ciência e Tecnologia,0.6541884052542433,0.5996727048163897,0.0,0.545157004378536,0.04,50000.0,0.0,0.545157004378536,0.04,50000.0,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Ciência e Tecnologia,0.6545788576039193,0.6000306194702594,0.0,0.5454823813365994,0.03,50000.0,0.0,0.5454823813365994,0.03,50000.0,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Ciência e Tecnologia,0.6496785231769705,0.6496785231769705,0.5413987693141422,0.5413987693141422,0.07,100000.0,0.5413987693141422,0.5413987693141422,0.23,100000.0,1,2019,2019-02-20,92.35336841149692
abril 2019,Ciência e Tecnologia,0.6411305404279004,0.6411305404279004,0.0,0.5342754503565837,0.05,100000.0,0.0,0.5342754503565837,0.1,100000.0,2,2019,2019-04-20,93.584685514989
junho 2019,Ciência e Tecnologia,0.6402330410182716,0.6402330410182716,0.0,0.533527534181893,0.04,100000.0,0.0,0.533527534181893,0.06,100000.0,3,2019,2019-06-20,93.71587555770597
agosto 2019,Ciência e Tecnologia,0.6383136799822724,0.6383136799822724,0.0,0.5319280666518937,0.04,100000.0,0.0,0.5319280666518937,0.05,100000.0,4,2019,2019-08-20,93.99767211892802
outubro 2019,Ciência e Tecnologia,0.6379304364488112,0.6379304364488112,0.0,0.531608697040676,0.03,100000.0,0.0,0.531608697040676,0.04,100000.0,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Ciência e Tecnologia,0.6273782058238586,0.6273782058238586,0.0,0.5228151715198822,0.03,100000.0,0.0,0.5228151715198822,0.03,100000.0,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Ciência e Tecnologia,0.5724542631615954,0.5724542631615954,0.5204129665105414,0.5204129665105414,0.06,50000.0,0.5204129665105414,0.5204129665105414,0.21,50000.0,1,2020,2020-02-20,96.07754459935659
abril 2020,Ciência e Tecnologia,0.5738269111674323,0.5738269111674323,0.0,0.5216608283340294,0.05,50000.0,0.0,0.5216608283340294,0.1,50000.0,2,2020,2020-04-20,95.84771806554745
junho 2020,Ciência e Tecnologia,0.5745098340509509,0.5745098340509509,0.0,0.5222816673190462,0.04,50000.0,0.0,0.5222816673190462,0.06,50000.0,3,2020,2020-06-20,95.73378337527687
agosto 2020,Ciência e Tecnologia,0.5710677388116114,0.5710677388116114,0.0,0.5191524898287376,0.04,50000.0,0.0,0.5191524898287376,0.05,50000.0,4,2020,2020-08-20,96.3108161467056
outubro 2020,Ciência e Tecnologia,0.5625331542977814,0.5165077144006902,0.0,0.5113937766343467,0.03,5000.0,0.0,0.5113937766343467,0.04,5000.0,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Agricultura,10.590106798586195,11.166066312151468,2.7809201376371635,2.7809201376371635,0.39,7245120.8,1.116249916031258,1.116249916031258,0.5,8683466.25,1,2017,2017-02-20,86.40422777626367
abril 2017,Agricultura,10.548842447445505,11.12255773476617,2.787540557020654,5.557624839341515,0.56,4827146.27,1.468404471492442,2.5803049197258843,0.52,7409739.63,2,2017,2017-04-20,86.74221883194232
junho 2017,Agricultura,10.540328160240898,10.877262029826644,0.9329550367544589,6.4860941503593965,0.54,3812073.29,1.4397459093283709,4.017968187544397,0.5,5954709.9,3,2017,2017-06-20,86.81228763366008
agosto 2017,Agricultura,10.495052813048273,10.543798727887628,1.0484125355296532,7.50664605763183,0.55,2647996.02,1.683435902275879,5.68414514854877,0.53,4236976.12,4,2017,2017-08-20,87.18679327295646
outubro 2017,Agricultura,10.434252033487496,10.482715549593332,1.04233878815582,7.4631579551590725,0.55,2647996.02,1.673683286731942,5.651215304142585,0.53,4236976.12,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Agricultura,10.359253968831439,9.880662130044005,0.30223838672003367,8.991560713074865,0.52,785340.79,1.597780977703263,8.616284089423305,0.52,1116821.58,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Agricultura,10.307073349075475,10.307073349075475,3.046542190983712,3.046542190983712,0.38,6452507.24,1.0559343357676856,1.0559343357676856,0.46,8221580.51,1,2018,2018-02-20,88.87100818799969
abril 2018,Agricultura,10.275141829698574,10.275141829698574,0.7658844834367243,3.8029884257819253,0.38,5769742.76,1.4155629009598898,2.46822593103668,0.49,6959645.99,2,2018,2018-04-20,89.14718795924118
junho 2018,Agricultura,10.105092342473794,10.105092342473794,2.011661649414837,5.751712137945442,0.48,3946224.47,1.266932968637139,3.694310747805535,0.47,5811204.63,3,2018,2018-06-20,90.64736560099134
agosto 2018,Agricultura,10.080810108727599,11.164827352952129,0.8318646093395291,6.569755555568851,0.48,4175344.76,1.451103440230379,5.13653687013826,0.49,5477649.14,4,2018,2018-08-20,90.86571318380062
outubro 2018,Agricultura,9.98727632021478,11.203026049266315,1.2021051252266248,7.710903860848686,0.51,3202859.14,1.3490321775916583,6.437910204034027,0.49,4370406.88,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Agricultura,9.993237226086501,10.845352163926226,0.586592377355194,8.302098491173227,0.48,2331196.9,1.5458871736575253,7.9876398443968295,0.48,2619435.95,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Agricultura,12.07860654339851,13.134334143561087,2.6361310062372625,2.6361310062372625,0.33,9695444.22,0.9539843485452354,0.9539843485452354,0.41,11248963.32,1,2019,2019-02-20,92.35336841149692
abril 2019,Agricultura,11.919685297455382,12.96152242565072,1.4534929005901673,4.054939672145615,0.4,8335197.46,1.255402551747452,2.19683508972279,0.43,10074098.79,2,2019,2019-04-20,93.584685514989
junho 2019,Agricultura,11.902999287598032,12.943377979252723,2.1826625188391624,6.2319258025859305,0.51,6289696.17,1.1524834011020344,3.346243207287775,0.41,8994038.88,3,2019,2019-06-20,93.71587555770597
agosto 2019,Agricultura,11.867315167003749,12.790742290711437,0.8364247989091225,7.0496678488122235,0.5,5396476.33,1.4688556204382583,4.805067091752473,0.43,7506348.79,4,2019,2019-08-20,93.99767211892802
outubro 2019,Agricultura,11.860190030977481,12.676740989631961,1.0693787814087492,8.114814009644546,0.51,4290681.29,1.2708194468766285,6.073001576347214,0.43,6211090.46,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Agricultura,11.664006476608572,10.605392834375778,0.6602250204982074,8.640809051424322,0.48,1878851.16,2.218575674668135,8.191121606390437,0.47,2308914.66,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Agricultura,12.193275805341983,12.540062644440942,2.8017590803606227,2.8017590803606227,0.34,9356322.95,0.9370598861099841,0.9370598861099841,0.38,11147880.15,1,2020,2020-02-20,96.07754459935659
abril 2020,Agricultura,12.222513207866308,12.778795914185274,1.440394928396582,4.248872150732867,0.4,8175737.28,1.4735835015228047,2.4128902979394997,0.45,9935483.99,2,2020,2020-04-20,95.84771806554745
junho 2020,Agricultura,12.237059465285254,11.875833043631781,1.745018206844861,5.998947025301757,0.47,5626165.33,1.3703311869097075,3.7860931138505918,0.45,7744614.1,3,2020,2020-06-20,95.73378337527687
agosto 2020,Agricultura,12.163742836687323,11.892936575838371,0.8835844654288175,6.846589639481062,0.48,4860177.92,1.27891915911475,5.0423284261267405,0.46,6597876.62,4,2020,2020-08-20,96.3108161467056
outubro 2020,Agricultura,11.981956186542744,11.408360848449323,1.4697089652903235,8.213976596472927,0.52,3123213.85,1.6064620638124312,6.573433093303845,0.49,4727206.29,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Turismo,2.7429213372948738,2.7429213372948738,0.3013250701969974,0.3013250701969974,0.04,2109642.4,0.06324577096100409,0.06324577096100409,0.03,2315352.98,1,2017,2017-02-20,86.40422777626367
abril 2017,Turismo,2.7322335443041044,2.7322335443041044,0.1963766575190174,0.49652761457999217,0.05,1939300.93,0.15989282020640047,0.22289215402085502,0.04,2176658.4,2,2017,2017-04-20,86.74221883194232
junho 2017,Turismo,2.7300282766434902,2.7300282766434902,0.28342531536353477,0.7795521676099711,0.07,1693252.93,0.09802311668032274,0.3207353677569029,0.04,2091562.29,3,2017,2017-06-20,86.81228763366008
agosto 2017,Turismo,2.718301603982865,2.718301603982865,0.13003574938816595,0.9062393974352985,0.07,1579878.93,0.2807781440402308,0.6001358122690561,0.06,1846760.83,4,2017,2017-08-20,87.18679327295646
outubro 2017,Turismo,2.702553721666543,2.702553721666543,0.12928241588195047,0.9009892988589245,0.07,1579878.93,0.2791515176339255,0.596659057470554,0.06,1846760.83,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Turismo,2.6831286303323947,2.1544843628498156,0.02297066044690036,1.032550304096632,0.06,991001.21,0.2245001009134132,0.9753749840156402,0.06,1041504.01,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Turismo,2.9818498226037127,2.8693271877884787,0.4835232532649768,0.4835232532649768,0.06,2120288.01,0.19422092031955493,0.19422092031955493,0.09,2377393.91,1,2018,2018-02-20,88.87100818799969
abril 2018,Turismo,2.97261199221629,2.7415334750855145,0.1889795560091316,0.6710048445650283,0.07,1845818.05,0.10755022361875981,0.3011694436427464,0.06,2175515.91,2,2018,2018-04-20,89.14718795924118
