,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
fevereiro 2018,Defesa Civil,0.9691805347278034,0.9691805347278034,0.6643540645274134,0.6643540645274134,0.08,270487.03,0.07264862339000379,0.07264862339000379,0.03,795535.42,1,2018,2018-02-20,88.73475778602311
abril 2018,Defesa Civil,0.9661834529803274,0.9661834529803274,0.0,0.6622996243387071,0.07,270487.03,0.1013936957796967,0.17381766147658806,0.03,705284.88,2,2018,2018-04-20,89.01001122998021
junho 2018,Defesa Civil,0.9503595857340214,0.9503595857340214,0.01705177161356839,0.6685044483043039,0.06,255056.53,0.11175665142896365,0.2827275785801141,0.04,604153.98,3,2018,2018-06-20,90.4920635209639
agosto 2018,Defesa Civil,0.9480869927697426,0.9480869927697426,0.060701887071054804,0.7276077420338374,0.05,199994.47,0.10335966122877495,0.385411153919365,0.04,510397.49,4,2018,2018-08-20,90.70897571198554
outubro 2018,Defesa Civil,0.9393309256135434,0.9393309256135434,0.009592862465565196,0.7304807757271434,0.05,191211.77,0.11762375030965366,0.4994754355597909,0.04,402707.62,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Defesa Civil,0.939897824986684,0.939897824986684,0.0015785037518427527,0.7325001348607894,0.04,189767.45,0.13318282234176662,0.6329596983243063,0.04,280846.26,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Defesa Civil,1.035939943405123,1.035939943405123,0.3235960936772953,0.3235960936772953,0.04,656687.08,0.07081073651936184,0.07081073651936184,0.03,889721.84,1,2019,2019-02-20,92.18681122198316
abril 2019,Defesa Civil,1.0224005485409329,1.0224005485409329,0.4368251200796092,0.7561919190794494,0.07,248659.14,0.12662333371218806,0.19650859715903915,0.04,771446.0,2,2019,2019-04-20,93.40761811629307
junho 2019,Defesa Civil,1.0209710563358254,1.0209710563358254,0.03250002106032365,0.7876346534868737,0.06,218259.14,0.13071835608832058,0.3269522003549866,0.04,649174.14,3,2019,2019-06-20,93.53840092464623
agosto 2019,Defesa Civil,1.017915183343063,1.017915183343063,0.004115553662429914,0.7893927343778497,0.06,214397.96,0.11864806586489464,0.44462166414023485,0.04,537859.46,4,2019,2019-08-20,93.8192116226781
outubro 2019,Defesa Civil,1.0173052071408617,1.0173052071408617,0.0507007658333921,0.8396204639602451,0.05,166802.38,0.12001577755544693,0.5643710063005264,0.04,425194.09,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Defesa Civil,1.000635962858194,1.000635962858194,-0.004091029408567199,0.8217716767812097,0.05,170706.83,0.16651919397341086,0.7216425938486063,0.04,266269.33,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Defesa Civil,0.9595444983581388,0.9595444983581388,0.816562553631331,0.816562553631331,0.1,137089.41,0.0682477901826897,0.0682477901826897,0.03,854564.82,1,2020,2020-02-20,95.87882600277499
abril 2020,Defesa Civil,0.9618550376739883,0.9618550376739883,0.002187174716102156,0.8207159736724221,0.08,134997.41,0.1610402315640452,0.22945235930763674,0.04,700532.24,2,2020,2020-04-20,95.64850876331589
junho 2020,Defesa Civil,0.9630201765251624,0.9630201765251624,0.0370885971739119,0.8587987415157702,0.07,99565.64,0.12605836761935663,0.3557886730289022,0.04,580105.17,3,2020,2020-06-20,95.53278554553334
agosto 2020,Defesa Civil,0.9572682959513771,0.9572682959513771,-0.0018015165024394513,0.8518678332118635,0.06,101297.02,0.11814235927930743,0.47180599484102814,0.04,466562.32,4,2020,2020-08-20,96.10680766207365
outubro 2020,Defesa Civil,0.9430703343449999,0.9635718633524999,0.01424353978560566,0.8534766844354402,0.05,107401.92,0.1330071751976165,0.5978154626782916,0.04,356808.9,5,2020,2020-10-20,97.55369949569847
dezembro 2020,Defesa Civil,0.9223,0.919142125,-0.036456223275,0.7982233519249999,0.05,120617.23,0.13789088754999998,0.7225399653,0.04,196111.88,6,2020,2020-12-20,99.75062344139651
fevereiro 2018,Informação e Inteligência,0.005634770550743044,0.005634770550743044,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,1,2018,2018-02-20,88.73475778602311
abril 2018,Informação e Inteligência,0.0056173456568623685,0.0056173456568623685,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,2,2018,2018-04-20,89.01001122998021
junho 2018,Informação e Inteligência,0.005525346428686171,0.005525346428686171,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,3,2018,2018-06-20,90.4920635209639
agosto 2018,Informação e Inteligência,0.005512133678893852,0.005512133678893852,0.012217798639011233,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,4,2018,2018-08-20,90.70897571198554
outubro 2018,Informação e Inteligência,0.005461226311706648,0.005461226311706648,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Informação e Inteligência,0.005464522238294674,0.005464522238294674,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Informação e Inteligência,0.005423769337199597,0.005423769337199597,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,1,2019,2019-02-20,92.18681122198316
abril 2019,Informação e Inteligência,0.0053528824530938894,0.0053528824530938894,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,2,2019,2019-04-20,93.40761811629307
junho 2019,Informação e Inteligência,0.005345398200711127,0.005345398200711127,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,3,2019,2019-06-20,93.53840092464623
agosto 2019,Informação e Inteligência,0.005329398865670487,0.005329398865670487,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,4,2019,2019-08-20,93.8192116226781
outubro 2019,Informação e Inteligência,0.005326205272988805,0.005326205272988805,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Informação e Inteligência,0.005238931742713057,0.005238931742713057,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Informação e Inteligência,0.005214915751946407,0.005214915751946407,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,1,2020,2020-02-20,95.87882600277499
abril 2020,Informação e Inteligência,0.005227473030836893,0.005227473030836893,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,2,2020,2020-04-20,95.64850876331589
junho 2020,Informação e Inteligência,0.005233805307201969,0.005233805307201969,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,3,2020,2020-06-20,95.53278554553334
agosto 2020,Informação e Inteligência,0.005202545086692267,0.005202545086692267,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,4,2020,2020-08-20,96.10680766207365
outubro 2020,Informação e Inteligência,0.0051253822518749995,0.0051253822518749995,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,5,2020,2020-10-20,97.55369949569847
dezembro 2020,Informação e Inteligência,0.0050125,0.0050125,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,5000.0,6,2020,2020-12-20,99.75062344139651
