,Data,Homens,Mulheres,Total Casos Confirmados,Total Casos Descartados,Total Casos Recuperados,Total Casos Suspeitos,Total Casos em Tratamento,Total Óbitos,Óbitos Diários,Casos Diários,Média Móvel Casos,Média Móvel Óbitos,Média Móvel Tratamento,Média Móvel Suspeitos
232,13/12/2020,56.0,74.0,20050.0,45444.0,18514.0,1079.0,1143.0,396.0,0.0,130.0,114.57142857142857,1.4285714285714286,1059.0,1137.857142857143
233,14/12/2020,62.0,61.0,20173.0,45496.0,18524.0,1153.0,1250.0,399.0,3.0,123.0,117.57142857142857,1.4285714285714286,1092.142857142857,1149.4285714285713
234,15/12/2020,75.0,63.0,20311.0,45769.0,18648.0,1234.0,1263.0,400.0,1.0,138.0,122.42857142857143,1.5714285714285714,1128.0,1165.7142857142858
235,16/12/2020,56.0,62.0,20429.0,45946.0,18791.0,1237.0,1236.0,402.0,2.0,118.0,123.57142857142857,1.5714285714285714,1154.7142857142858,1184.4285714285713
236,17/12/2020,34.0,34.0,20497.0,46053.0,18795.0,1351.0,1300.0,402.0,0.0,68.0,118.28571428571429,1.2857142857142858,1183.142857142857,1197.2857142857142
237,18/12/2020,54.0,51.0,20602.0,46344.0,18997.0,1461.0,1202.0,403.0,1.0,105.0,116.0,1.1428571428571428,1200.857142857143,1241.0
238,19/12/2020,43.0,57.0,20702.0,46598.0,19083.0,1721.0,1214.0,405.0,2.0,100.0,111.71428571428571,1.2857142857142858,1229.7142857142858,1319.4285714285713
239,20/12/2020,52.0,65.0,20819.0,46861.0,19223.0,1579.0,1191.0,405.0,0.0,117.0,109.85714285714286,1.2857142857142858,1236.5714285714287,1390.857142857143
240,21/12/2020,71.0,68.0,20958.0,47093.0,19297.0,1523.0,1254.0,407.0,2.0,139.0,112.14285714285714,1.1428571428571428,1237.142857142857,1443.7142857142858
241,22/12/2020,73.0,69.0,21100.0,47666.0,19443.0,1339.0,1248.0,409.0,2.0,142.0,112.71428571428571,1.2857142857142858,1235.0,1458.7142857142858
242,23/12/2020,66.0,82.0,21248.0,48010.0,19471.0,1334.0,1368.0,409.0,0.0,148.0,117.0,1.0,1253.857142857143,1472.5714285714287
243,24/12/2020,47.0,64.0,21359.0,48073.0,19691.0,1309.0,1259.0,409.0,0.0,111.0,123.14285714285714,1.0,1248.0,1466.5714285714287
244,25/12/2020,48.0,53.0,21460.0,48360.0,19969.0,1309.0,1079.0,412.0,3.0,101.0,122.57142857142857,1.2857142857142858,1230.4285714285713,1444.857142857143
245,26/12/2020,60.0,68.0,21588.0,48536.0,19972.0,1301.0,1204.0,412.0,0.0,128.0,126.57142857142857,1.0,1229.0,1384.857142857143
246,27/12/2020,82.0,45.0,21715.0,48549.0,20018.0,1265.0,1285.0,412.0,0.0,127.0,128.0,1.0,1242.4285714285713,1340.0
247,28/12/2020,49.0,89.0,21853.0,48931.0,20226.0,1420.0,1214.0,413.0,1.0,138.0,127.85714285714286,0.8571428571428571,1236.7142857142858,1325.2857142857142
248,29/12/2020,67.0,87.0,22007.0,49224.0,20393.0,1373.0,1200.0,414.0,1.0,154.0,129.57142857142858,0.7142857142857143,1229.857142857143,1330.142857142857
249,30/12/2020,48.0,74.0,22129.0,49556.0,20448.0,1624.0,1266.0,415.0,1.0,122.0,125.85714285714286,0.8571428571428571,1215.2857142857142,1371.5714285714287
250,31/12/2020,67.0,71.0,22267.0,49919.0,20588.0,1224.0,1264.0,415.0,0.0,138.0,129.71428571428572,0.8571428571428571,1216.0,1359.4285714285713
251,01/01/2021,78.0,71.0,22416.0,50209.0,20599.0,1111.0,1402.0,415.0,0.0,149.0,136.57142857142858,0.42857142857142855,1262.142857142857,1331.142857142857
252,02/01/2021,77.0,82.0,22575.0,50485.0,20747.0,1110.0,1413.0,415.0,0.0,159.0,141.0,0.42857142857142855,1292.0,1303.857142857143
253,03/01/2021,72.0,81.0,22728.0,50477.0,20855.0,1048.0,1457.0,416.0,1.0,153.0,144.71428571428572,0.5714285714285714,1316.5714285714287,1272.857142857143
254,04/01/2021,82.0,97.0,22907.0,50945.0,20976.0,1442.0,1514.0,417.0,1.0,179.0,150.57142857142858,0.5714285714285714,1359.4285714285713,1276.0
255,06/01/2021,106.0,123.0,23346.0,51721.0,21199.0,1615.0,1726.0,421.0,4.0,439.0,191.28571428571428,1.0,1434.5714285714287,1310.5714285714287
256,07/01/2021,142.0,134.0,23622.0,51973.0,21429.0,1911.0,1772.0,421.0,0.0,276.0,213.28571428571428,0.8571428571428571,1506.857142857143,1351.5714285714287
257,08/01/2021,110.0,147.0,23879.0,52449.0,21545.0,1787.0,1912.0,422.0,1.0,257.0,230.28571428571428,1.0,1599.4285714285713,1432.0
258,09/01/2021,139.0,154.0,24172.0,52852.0,21664.0,1502.0,2085.0,423.0,1.0,293.0,250.85714285714286,1.1428571428571428,1697.0,1487.857142857143
259,10/01/2021,124.0,158.0,24454.0,52917.0,21801.0,1705.0,2230.0,423.0,0.0,282.0,268.42857142857144,1.1428571428571428,1813.7142857142858,1572.857142857143
260,11/01/2021,141.0,143.0,24738.0,53093.0,22109.0,1801.0,2204.0,425.0,2.0,284.0,287.14285714285717,1.2857142857142858,1920.4285714285713,1680.4285714285713
261,12/01/2021,154.0,160.0,25052.0,53381.0,22253.0,1939.0,2373.0,427.0,2.0,314.0,306.42857142857144,1.4285714285714286,2043.142857142857,1751.4285714285713
262,13/01/2021,123.0,171.0,25346.0,53969.0,22288.0,2063.0,2629.0,429.0,2.0,294.0,285.7142857142857,1.1428571428571428,2172.1428571428573,1815.4285714285713
263,14/01/2021,164.0,178.0,25688.0,54068.0,22398.0,2080.0,2859.0,431.0,2.0,342.0,295.14285714285717,1.4285714285714286,2327.4285714285716,1839.5714285714287
264,15/01/2021,169.0,193.0,26050.0,54602.0,22665.0,2308.0,2953.0,432.0,1.0,362.0,310.14285714285717,1.4285714285714286,2476.1428571428573,1914.0
265,16/01/2021,124.0,199.0,26373.0,54652.0,22912.0,2024.0,3029.0,432.0,0.0,323.0,314.42857142857144,1.2857142857142858,2611.0,1988.5714285714287
266,17/01/2021,169.0,193.0,26735.0,54737.0,23432.0,1887.0,2871.0,432.0,0.0,362.0,325.85714285714283,1.2857142857142858,2702.5714285714284,2014.5714285714287
267,19/01/2021,156.0,191.0,27424.0,55393.0,24101.0,2137.0,2879.0,444.0,12.0,689.0,383.7142857142857,2.7142857142857144,2799.0,2062.5714285714284
268,20/01/2021,141.0,169.0,27734.0,55865.0,24181.0,2368.0,3107.0,446.0,2.0,310.0,383.14285714285717,2.7142857142857144,2903.8571428571427,2123.8571428571427
269,21/01/2021,162.0,161.0,28057.0,55917.0,24415.0,2161.0,3196.0,447.0,1.0,323.0,387.2857142857143,2.5714285714285716,2984.8571428571427,2137.8571428571427
270,22/01/2021,181.0,159.0,28397.0,56238.0,24664.0,2030.0,3285.0,448.0,1.0,340.0,387.0,2.4285714285714284,3045.714285714286,2130.714285714286
271,23/01/2021,183.0,163.0,28743.0,56396.0,24962.0,1708.0,3329.0,452.0,4.0,346.0,384.7142857142857,2.857142857142857,3099.4285714285716,2045.0
272,24/01/2021,156.0,200.0,29099.0,57030.0,25310.0,2217.0,3334.0,455.0,3.0,356.0,389.42857142857144,3.2857142857142856,3143.0,2072.5714285714284
273,25/01/2021,147.0,193.0,29439.0,57735.0,25551.0,2146.0,3429.0,459.0,4.0,340.0,386.2857142857143,3.857142857142857,3222.714285714286,2109.5714285714284
274,26/01/2021,139.0,181.0,29759.0,58337.0,25888.0,2742.0,3409.0,462.0,3.0,320.0,333.57142857142856,2.5714285714285716,3298.4285714285716,2196.0
275,27/01/2021,105.0,136.0,30000.0,58900.0,25995.0,3004.0,3543.0,462.0,0.0,241.0,323.7142857142857,2.2857142857142856,3360.714285714286,2286.8571428571427
276,28/01/2021,117.0,141.0,30258.0,59344.0,26238.0,3188.0,3556.0,464.0,2.0,258.0,314.42857142857144,2.4285714285714284,3412.1428571428573,2433.5714285714284
277,29/01/2021,122.0,142.0,30522.0,59731.0,26623.0,3071.0,3434.0,465.0,1.0,264.0,303.57142857142856,2.4285714285714284,3433.4285714285716,2582.285714285714
278,30/01/2021,113.0,139.0,30774.0,60029.0,27367.0,3143.0,2941.0,466.0,1.0,252.0,290.14285714285717,2.0,3378.0,2787.285714285714
279,31/01/2021,119.0,148.0,31041.0,60189.0,27554.0,3224.0,3016.0,471.0,5.0,267.0,277.42857142857144,2.2857142857142856,3332.5714285714284,2931.1428571428573
280,01/02/2021,120.0,124.0,31285.0,60647.0,27858.0,3475.0,2951.0,476.0,5.0,244.0,263.7142857142857,2.4285714285714284,3264.285714285714,3121.0
281,02/02/2021,114.0,143.0,31542.0,61084.0,28196.0,3092.0,2869.0,477.0,1.0,257.0,254.71428571428572,2.142857142857143,3187.1428571428573,3171.0
282,03/02/2021,114.0,130.0,31786.0,61569.0,28549.0,3307.0,2758.0,479.0,2.0,244.0,255.14285714285714,2.4285714285714284,3075.0,3214.285714285714
283,04/02/2021,110.0,126.0,32022.0,61750.0,29012.0,3050.0,2529.0,481.0,2.0,236.0,252.0,2.4285714285714284,2928.285714285714,3194.5714285714284
284,05/02/2021,112.0,103.0,32237.0,61871.0,29413.0,3156.0,2340.0,484.0,3.0,215.0,245.0,2.7142857142857144,2772.0,3206.714285714286
285,06/02/2021,86.0,66.0,32389.0,62121.0,29585.0,2762.0,2320.0,484.0,0.0,152.0,230.71428571428572,2.5714285714285716,2683.285714285714,3152.285714285714
286,07/02/2021,74.0,88.0,32551.0,62493.0,29836.0,2908.0,2229.0,486.0,2.0,162.0,215.71428571428572,2.142857142857143,2570.8571428571427,3107.1428571428573
287,08/02/2021,71.0,49.0,32671.0,62791.0,30132.0,2993.0,2050.0,489.0,3.0,120.0,198.0,1.8571428571428572,2442.1428571428573,3038.285714285714
288,09/02/2021,88.0,72.0,32831.0,63171.0,30415.0,2461.0,1924.0,492.0,3.0,160.0,184.14285714285714,2.142857142857143,2307.1428571428573,2948.1428571428573
289,10/02/2021,59.0,90.0,32980.0,63439.0,30615.0,2571.0,1870.0,495.0,3.0,149.0,170.57142857142858,2.2857142857142856,2180.285714285714,2843.0
290,11/02/2021,71.0,89.0,33140.0,63690.0,30857.0,2427.0,1785.0,498.0,3.0,160.0,159.71428571428572,2.4285714285714284,2074.0,2754.0
291,12/02/2021,58.0,70.0,33268.0,64061.0,31169.0,2499.0,1599.0,500.0,2.0,128.0,147.28571428571428,2.2857142857142856,1968.142857142857,2660.1428571428573
292,13/02/2021,46.0,83.0,33397.0,64239.0,31334.0,2199.0,1561.0,502.0,2.0,129.0,144.0,2.5714285714285716,1859.7142857142858,2579.714285714286
293,14/02/2021,84.0,60.0,33541.0,64251.0,31364.0,2151.0,1669.0,508.0,6.0,144.0,141.42857142857142,3.142857142857143,1779.7142857142858,2471.5714285714284
294,15/02/2021,55.0,69.0,33665.0,64393.0,31364.0,1957.0,1791.0,510.0,2.0,124.0,142.0,3.0,1742.7142857142858,2323.5714285714284
295,16/02/2021,78.0,56.0,33799.0,64455.0,31454.0,2113.0,1834.0,511.0,1.0,134.0,138.28571428571428,2.7142857142857144,1729.857142857143,2273.8571428571427
296,17/02/2021,66.0,44.0,33909.0,64541.0,31498.0,1918.0,1899.0,512.0,1.0,110.0,132.71428571428572,2.4285714285714284,1734.0,2180.5714285714284
297,18/02/2021,41.0,71.0,34021.0,64630.0,31608.0,2016.0,1899.0,514.0,2.0,112.0,125.85714285714286,2.2857142857142856,1750.2857142857142,2121.8571428571427
298,19/02/2021,37.0,40.0,34098.0,64737.0,31920.0,2078.0,1663.0,515.0,1.0,77.0,118.57142857142857,2.142857142857143,1759.4285714285713,2061.714285714286
299,20/02/2021,31.0,25.0,34154.0,64979.0,31959.0,1816.0,1672.0,523.0,8.0,56.0,108.14285714285714,3.0,1775.2857142857142,2007.0
300,21/02/2021,44.0,60.0,34258.0,65152.0,32099.0,1887.0,1635.0,524.0,1.0,104.0,102.42857142857143,2.2857142857142856,1770.4285714285713,1969.2857142857142
301,22/02/2021,77.0,48.0,34383.0,65372.0,32117.0,1775.0,1740.0,526.0,2.0,125.0,102.57142857142857,2.2857142857142856,1763.142857142857,1943.2857142857142
302,23/02/2021,41.0,81.0,34505.0,65507.0,32308.0,1987.0,1668.0,529.0,3.0,122.0,100.85714285714286,2.5714285714285716,1739.4285714285713,1925.2857142857142
303,24/02/2021,68.0,55.0,34628.0,65670.0,32560.0,1713.0,1539.0,529.0,0.0,123.0,102.71428571428571,2.4285714285714284,1688.0,1896.0
304,25/02/2021,53.0,66.0,34747.0,65892.0,32760.0,1768.0,1457.0,530.0,1.0,119.0,103.71428571428571,2.2857142857142856,1624.857142857143,1860.5714285714287
305,26/02/2021,77.0,41.0,34865.0,66297.0,32954.0,1403.0,1381.0,530.0,0.0,118.0,109.57142857142857,2.142857142857143,1584.5714285714287,1764.142857142857
306,27/02/2021,44.0,35.0,34944.0,66367.0,33233.0,1292.0,1178.0,533.0,3.0,79.0,112.85714285714286,1.4285714285714286,1514.0,1689.2857142857142
307,28/02/2021,10.0,14.0,34968.0,66382.0,33419.0,1264.0,1009.0,540.0,7.0,24.0,101.42857142857143,2.2857142857142856,1424.5714285714287,1600.2857142857142
308,01/03/2021,26.0,33.0,35027.0,66507.0,33536.0,1081.0,949.0,542.0,2.0,59.0,92.0,2.2857142857142856,1311.5714285714287,1501.142857142857
309,02/03/2021,56.0,34.0,35117.0,66970.0,33663.0,1510.0,908.0,546.0,4.0,90.0,87.42857142857143,2.4285714285714284,1203.0,1433.0
310,03/03/2021,68.0,62.0,35247.0,67186.0,33742.0,1479.0,957.0,548.0,2.0,130.0,88.42857142857143,2.7142857142857144,1119.857142857143,1399.5714285714287
311,04/03/2021,30.0,19.0,35296.0,67263.0,34047.0,1369.0,697.0,552.0,4.0,49.0,78.42857142857143,3.142857142857143,1011.2857142857143,1342.5714285714287
312,05/03/2021,84.0,40.0,35420.0,67740.0,34097.0,1376.0,771.0,552.0,0.0,124.0,79.28571428571429,3.142857142857143,924.1428571428571,1338.7142857142858
313,06/03/2021,58.0,96.0,35574.0,67992.0,34101.0,1457.0,921.0,552.0,0.0,154.0,90.0,2.7142857142857144,887.4285714285714,1362.2857142857142
314,07/03/2021,79.0,72.0,35725.0,68189.0,34210.0,1428.0,961.0,554.0,2.0,151.0,108.14285714285714,2.0,880.5714285714286,1385.7142857142858
315,08/03/2021,42.0,63.0,35830.0,68314.0,34329.0,1363.0,947.0,554.0,0.0,105.0,114.71428571428571,1.7142857142857142,880.2857142857143,1426.0
316,09/03/2021,78.0,60.0,35968.0,68598.0,34467.0,1302.0,947.0,554.0,0.0,138.0,121.57142857142857,1.1428571428571428,885.8571428571429,1396.2857142857142
317,10/03/2021,66.0,76.0,36110.0,68989.0,34511.0,1343.0,1043.0,556.0,2.0,142.0,123.28571428571429,1.1428571428571428,898.1428571428571,1376.857142857143
318,11/03/2021,79.0,73.0,36262.0,69149.0,34513.0,1486.0,1191.0,558.0,2.0,152.0,138.0,0.8571428571428571,968.7142857142857,1393.5714285714287
319,12/03/2021,78.0,65.0,36405.0,69334.0,34640.0,1489.0,1204.0,561.0,3.0,143.0,140.71428571428572,1.2857142857142858,1030.5714285714287,1409.7142857142858
320,13/03/2021,83.0,68.0,36556.0,69480.0,34648.0,1428.0,1346.0,562.0,1.0,151.0,140.28571428571428,1.4285714285714286,1091.2857142857142,1405.5714285714287
321,14/03/2021,69.0,67.0,36692.0,69660.0,34929.0,1771.0,1199.0,564.0,2.0,136.0,138.14285714285714,1.4285714285714286,1125.2857142857142,1454.5714285714287
322,15/03/2021,89.0,61.0,36842.0,69847.0,35055.0,1708.0,1219.0,568.0,4.0,150.0,144.57142857142858,2.0,1164.142857142857,1503.857142857143
323,16/03/2021,71.0,107.0,37020.0,70119.0,35363.0,1736.0,1085.0,572.0,4.0,178.0,150.28571428571428,2.5714285714285716,1183.857142857143,1565.857142857143
324,17/03/2021,98.0,64.0,37182.0,70191.0,35401.0,1736.0,1200.0,581.0,9.0,162.0,153.14285714285714,3.5714285714285716,1206.2857142857142,1622.0
325,18/03/2021,100.0,97.0,37379.0,70204.0,35529.0,1593.0,1269.0,581.0,0.0,197.0,159.57142857142858,3.2857142857142856,1217.4285714285713,1637.2857142857142
326,19/03/2021,85.0,82.0,37546.0,70597.0,35604.0,1840.0,1360.0,582.0,1.0,167.0,163.0,3.0,1239.7142857142858,1687.4285714285713
327,20/03/2021,83.0,99.0,37728.0,70933.0,35604.0,1812.0,1539.0,585.0,3.0,182.0,167.42857142857142,3.2857142857142856,1267.2857142857142,1742.2857142857142
328,21/03/2021,101.0,85.0,37914.0,71268.0,35808.0,1430.0,1521.0,585.0,0.0,186.0,174.57142857142858,3.0,1313.2857142857142,1693.5714285714287
