,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
fevereiro 2018,Infra-Estrutura Urbana,27.49768028762605,27.159594054581472,4.564665708298128,4.564665708298128,0.57,20049554.94,0.06621008662882055,0.06621008662882055,0.03,24041248.64,1,2018,2018-02-20,88.73475778602311
abril 2018,Infra-Estrutura Urbana,27.412646805488357,27.010974122764804,1.5049528940502053,6.0555028872803325,0.6,18652467.3,0.3678677100196933,0.43387304940584476,0.09,23656280.65,2,2018,2018-04-20,89.01001122998021
junho 2018,Infra-Estrutura Urbana,26.963690571988515,26.13872441368331,1.1318027572249252,7.088130406611904,0.6,17239275.63,0.4850376849880511,0.9118048897280923,0.12,22828360.04,3,2018,2018-06-20,90.4920635209639
agosto 2018,Infra-Estrutura Urbana,26.899212353002,26.076218934610488,1.5637221442161864,8.634902718855264,0.64,15820839.29,1.4268313910957173,2.336455883626479,0.22,21534095.9,4,2018,2018-08-20,90.70897571198554
outubro 2018,Infra-Estrutura Urbana,26.65078440112844,25.649710052304528,0.2506263029906206,8.805781289127113,0.58,15421379.56,1.2080630178770595,3.5229405392007673,0.27,20258059.5,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Infra-Estrutura Urbana,26.66686852287801,24.616001741907482,0.005523866949802554,8.816619568449275,0.51,14456325.26,1.1184385097927698,4.643505192963492,0.28,18274696.01,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Infra-Estrutura Urbana,19.23268606970977,19.649425107439267,1.0154787844280762,1.0154787844280762,0.13,17178040.92,0.26444824022925517,0.26444824022925517,0.11,17870392.03,1,2019,2019-02-20,92.18681122198316
abril 2019,Infra-Estrutura Urbana,18.98132117867093,19.6913044149144,2.296581042596799,3.2987878527892005,0.32,15311859.27,0.7965687970692559,1.0575607856418416,0.21,17405336.09,2,2019,2019-04-20,93.40761811629307
junho 2019,Infra-Estrutura Urbana,18.95478201972166,21.938229985919136,2.9385692002735038,6.232744779009647,0.51,14690659.72,1.505167926843437,2.5612500602078914,0.31,18124917.17,3,2019,2019-06-20,93.53840092464623
agosto 2019,Infra-Estrutura Urbana,18.898048377667546,21.656929107138883,0.9761061878062486,7.190195710799813,0.51,13572575.22,0.7358675137631612,3.2894514850666416,0.3,17232222.7,4,2019,2019-08-20,93.8192116226781
outubro 2019,Infra-Estrutura Urbana,18.8867238980183,21.643951393883118,0.30833130688863264,7.494218359811516,0.47,13283127.77,1.6429445753279905,4.930424887199636,0.35,15689900.83,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Infra-Estrutura Urbana,18.5772519596605,20.639672853845788,0.145946411957224,7.517366858546169,0.42,12523837.53,1.080735593385647,5.930372083666465,0.34,14038454.3,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Infra-Estrutura Urbana,19.0813767363719,32.43103956977951,1.740527872078555,1.740527872078555,0.21,29425702.31,0.41233615020333864,0.41233615020333864,0.17,30699156.94,1,2020,2020-02-20,95.87882600277499
abril 2020,Infra-Estrutura Urbana,19.127323819832192,31.984368502494817,1.8911020290718155,3.635821012751397,0.34,27114962.93,1.4841441841113627,1.8974732209270693,0.35,28777666.67,2,2020,2020-04-20,95.64850876331589
junho 2020,Infra-Estrutura Urbana,19.150493619052007,36.25784473068734,0.24668033979568008,3.886905588270701,0.31,30924859.87,0.4861018626727487,2.385873579404457,0.29,32358837.56,3,2020,2020-06-20,95.53278554553334
agosto 2020,Infra-Estrutura Urbana,19.036112472207005,36.37532876226814,1.1821310348739624,5.045821100468927,0.36,30109789.67,0.6091107115516162,2.9807340600394157,0.27,32094478.9,4,2020,2020-08-20,96.10680766207365
outubro 2020,Infra-Estrutura Urbana,18.753773659610623,34.800973284972116,9.744792036737854,14.71577479297236,0.94,19593854.18,1.1974770880437087,4.134001653292324,0.31,29916765.35,5,2020,2020-10-20,97.55369949569847
dezembro 2020,Infra-Estrutura Urbana,18.3407375,33.47236248565,0.1782537631,14.5699259399,0.85,18855298.3,1.935779931375,5.97873366025,0.36,27425066.16,6,2020,2020-12-20,99.75062344139651
fevereiro 2018,Serviços Urbanos,49.583726938318485,49.922827430062206,27.198564578492054,27.198564578492054,3.41,20164319.6,6.027085184473676,6.027085184473676,2.65,38950780.56,1,2018,2018-02-20,88.73475778602311
abril 2018,Serviços Urbanos,49.4303948421261,50.96102639825505,3.8322674189834034,30.946723497010534,3.05,17814733.26,6.692707997315152,12.701155099048192,2.54,34055115.74,2,2018,2018-04-20,89.01001122998021
junho 2018,Serviços Urbanos,48.62083843386683,57.73222455900464,5.5060759763155485,35.9459631755047,3.02,19714837.49,7.372151358284044,19.865290690200098,2.55,34266569.85,3,2018,2018-06-20,90.4920635209639
agosto 2018,Serviços Urbanos,48.50457152079435,58.360356187998704,4.722196437980523,40.58220210410336,2.99,16126381.47,8.147610412299546,27.96539727286127,2.67,27570955.9,4,2018,2018-08-20,90.70897571198554
outubro 2018,Serviços Urbanos,48.05660705249382,58.00705021380806,8.134464140680308,48.341868900573836,3.17,8848911.18,9.53851803190891,37.24564059112222,2.84,19008010.69,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Serviços Urbanos,48.085609888097814,57.33218554172253,4.882726752397076,53.25377064809659,3.08,3731721.38,10.151524875268366,47.419643732279184,2.86,9069907.1,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Serviços Urbanos,51.99203591562185,51.49554489490754,27.751588726066405,27.751588726066405,3.5,21888796.05,5.9077193448918175,5.9077193448918175,2.51,42025962.68,1,2019,2019-02-20,92.18681122198316
abril 2019,Serviços Urbanos,51.31251708005989,56.46552371599339,6.252999303256181,33.641883878118826,3.27,21319018.34,7.515175669355332,13.34568306246702,2.61,40277216.09,2,2019,2019-04-20,93.40761811629307
