,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
junho 2018,Saneamento Básico Urbano,122.23944918039564,129.60508303894488,4.223158232119065,108.09670978200063,9.08,19463370.79,16.6008261448473,43.07027412516767,5.53,78307134.25,3,2018,2018-06-20,90.4920635209639
agosto 2018,Saneamento Básico Urbano,121.94713823164027,129.4605226751375,4.697844558988816,112.53606289648792,8.28,15352004.11,15.806242654006219,58.77352291935942,5.62,64119453.44,4,2018,2018-08-20,90.70897571198554
outubro 2018,Saneamento Básico Urbano,120.82089418441085,128.2659809339989,1.1038253995270089,112.60056033167143,7.38,14342401.97,16.116692436467343,74.34741188144844,5.66,49364891.67,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Saneamento Básico Urbano,120.89381128668839,130.83521339109393,0.3380243073259872,113.00654065463229,6.54,16313112.07,19.949675545598158,94.3419571316852,5.68,33391076.72,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Saneamento Básico Urbano,135.60307417400955,137.7725819088894,108.47664046996931,108.47664046996931,13.68,27006994.23,9.247417159784701,9.247417159784701,3.93,118483251.0,1,2019,2019-02-20,92.18681122198316
abril 2019,Saneamento Básico Urbano,133.83078652574576,137.6473917148017,4.15127051540096,107.30034175073081,10.44,28346456.54,18.644255523482062,27.77081197778159,5.43,102633096.0,2,2019,2019-04-20,93.40761811629307
junho 2019,Saneamento Básico Urbano,141.24407590250846,147.14005011789283,5.976282334036643,117.34124405058095,9.56,27873326.69,20.927980130609697,50.02962905865711,6.06,90835534.99,3,2019,2019-06-20,93.53840092464623
agosto 2019,Saneamento Básico Urbano,133.2436585619132,141.57350898895618,7.356520429693828,119.99638356882878,8.54,20243488.96,18.373648010737714,65.56432766392088,5.92,71311214.68,4,2019,2019-08-20,93.8192116226781
outubro 2019,Saneamento Básico Urbano,133.1638135393151,138.41012573320904,1.7366872368604278,121.66116408936848,7.66,15723165.73,21.013715148363445,86.5387539989895,6.18,48694491.74,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Saneamento Básico Urbano,130.98183302656705,155.34489299198856,19.47162151487241,139.1392839002448,7.7,15466520.55,40.832792378528566,125.95354947727503,7.21,28050893.73,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Saneamento Básico Urbano,134.57186573839112,135.09335731358578,106.86086330159553,106.86086330159553,12.83,27068983.81,10.245304129731098,10.245304129731098,4.1,119702847.68,1,2020,2020-02-20,95.87882600277499
abril 2020,Saneamento Básico Urbano,134.89590864325672,136.66802200071044,6.396618691818584,113.5147980703719,10.61,22145713.42,18.964061347662952,29.234035701688057,5.46,102759005.8,2,2020,2020-04-20,95.64850876331589
junho 2020,Saneamento Básico Urbano,135.05931420632865,137.10573208144461,-3.898174211852151,109.754129507744,8.65,26129747.83,20.06748574379484,49.336933965497366,5.91,83847977.68,3,2020,2020-06-20,95.53278554553334
agosto 2020,Saneamento Básico Urbano,134.252638432935,136.0058961271503,2.760406275617998,111.85900159955477,7.88,23206809.48,20.321860506149495,69.36411720634779,6.36,64047286.29,4,2020,2020-08-20,96.10680766207365
outubro 2020,Saneamento Básico Urbano,132.26143720535094,135.42379805475784,4.12548113583069,114.32541827377622,7.28,20582250.01,20.143084764167718,88.47841090209596,6.55,45796961.91,5,2020,2020-10-20,97.55369949569847
dezembro 2020,Saneamento Básico Urbano,129.3484898125,130.8572523125,6.05174605605,117.859242733525,6.85,12965595.59,21.364939781574996,107.89468777929999,6.54,22905301.28,6,2020,2020-12-20,99.75062344139651
fevereiro 2018,FU17 - Administração Geral,98.0900857473349,98.0900857473349,48.46977056466882,48.46977056466882,6.08,44030466.49,9.743532101421753,9.743532101421753,4.28,78394100.39,1,2018,2018-02-20,88.73475778602311
abril 2018,FU17 - Administração Geral,97.78675319466011,97.92156949042482,7.616924845097009,55.936808098312014,5.52,37370640.83,13.619603314819956,23.333004639600265,4.66,66391289.95,2,2018,2018-04-20,89.01001122998021
junho 2018,FU17 - Administração Geral,96.18523063056887,95.49677246555457,9.501488810682405,64.52218038598892,5.42,28029547.54,14.92699958916366,37.877863169800875,4.86,52140540.0,3,2018,2018-06-20,90.4920635209639
agosto 2018,FU17 - Administração Geral,95.95522308218418,95.26841122579401,6.864239928990052,71.232128554906,5.24,21803065.81,15.577070625143223,53.36435653699481,5.1,38010738.79,4,2018,2018-08-20,90.70897571198554
outubro 2018,FU17 - Administração Geral,95.06902763418933,102.21340389516395,16.50307321499985,87.07733671526181,5.71,13857754.94,14.60076464705137,67.47227412133074,5.14,31807077.56,5,2018,2018-10-20,91.5545284999824
dezembro 2018,FU17 - Administração Geral,99.16905667612409,107.2084617931032,9.027720423218481,99.56973815719026,5.76,6989379.22,28.220324096046266,98.78577511911723,5.95,7706699.97,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,FU17 - Administração Geral,94.20653437168725,94.20653437168725,45.52599249684422,45.52599249684422,5.74,44877039.24,11.165326269085124,11.165326269085124,4.75,76553041.75,1,2019,2019-02-20,92.18681122198316
abril 2019,FU17 - Administração Geral,92.97528590427837,92.97528590427837,6.657357478335391,51.588340203693384,5.02,38658560.19,13.135878986576753,24.15527810794735,4.72,64283130.07,2,2019,2019-04-20,93.40761811629307
junho 2019,FU17 - Administração Geral,92.84529042779171,92.8933990115981,8.640085986193661,60.15629679764361,4.9,30621761.92,15.197133219597813,39.31863808493806,4.76,50112974.67,3,2019,2019-06-20,93.53840092464623
agosto 2019,FU17 - Administração Geral,92.56739477760382,92.75925313676795,7.3996986650460075,67.37594138418493,4.8,23814422.97,13.684874918408003,52.885828213468486,4.77,37408932.91,4,2019,2019-08-20,93.8192116226781
outubro 2019,FU17 - Administração Geral,92.51192462759714,92.73562524906268,6.581694278759665,73.91726125698447,4.65,17665826.82,15.153156328708853,68.00729320170831,4.85,23213836.85,5,2019,2019-10-20,93.87546562196702
dezembro 2019,FU17 - Administração Geral,90.99605322553164,91.79341863677256,13.163981938303762,85.8700581193154,4.75,5653214.06,17.69926548701577,84.59221249701594,4.84,6872781.03,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,FU17 - Administração Geral,88.17588150021062,88.17588150021062,47.8658751815252,47.8658751815252,5.75,38648760.82,13.297681888210638,13.297681888210638,5.33,71792338.72,1,2020,2020-02-20,95.87882600277499
abril 2020,FU17 - Administração Geral,88.38820499460252,89.02072923133377,9.149548302583083,57.130682324822494,5.34,30502354.31,17.202333369059822,30.532035467760902,5.71,55943563.38,2,2020,2020-04-20,95.64850876331589
junho 2020,FU17 - Administração Geral,88.49527365629378,88.60518356774502,7.944500494421995,65.14438781892065,5.13,22412751.69,14.79605318664435,45.36507350070282,5.43,41308481.62,3,2020,2020-06-20,95.53278554553334
agosto 2020,FU17 - Administração Geral,87.96671334382754,88.97080454555913,7.010902831869817,71.76619938570522,5.06,16534796.79,14.523718318768292,59.6178374912466,5.47,28210199.59,4,2020,2020-08-20,96.10680766207365
outubro 2020,FU17 - Administração Geral,86.66201326760323,88.06124262236511,6.526974920393213,77.22875616144317,4.92,10567491.29,13.920771185718904,72.65437196784654,5.38,15029972.3,5,2020,2020-10-20,97.55369949569847
dezembro 2020,FU17 - Administração Geral,84.753355,90.2320175,9.190176736475,84.71803421825,4.93,5500232.7,13.014037558999998,84.06825782825,5.1,6148388.7,6,2020,2020-12-20,99.75062344139651
fevereiro 2018,FU17 - Demais Subfunções,12.93630623039588,12.93630623039588,5.386552044832282,5.386552044832282,0.68,6699256.09,0.9677581045195149,0.9677581045195149,0.43,10620262.19,1,2018,2018-02-20,88.73475778602311
abril 2018,FU17 - Demais Subfunções,12.896302159024627,12.907536850338351,0.9897819108501149,6.3596766496006865,0.63,5828251.1,1.692130670682014,2.656896092159414,0.53,9124096.49,2,2018,2018-04-20,89.01001122998021
junho 2018,FU17 - Demais Subfunções,12.685090330977712,13.33708120956268,-0.7176138489200881,5.537905894740747,0.47,7057634.68,1.5328853006856755,4.146267533318854,0.53,8316956.95,3,2018,2018-06-20,90.4920635209639
agosto 2018,FU17 - Demais Subfunções,12.654756500004508,13.30518827411398,3.6580858332430255,9.182748944765558,0.68,3739422.49,1.3371813323648096,5.4735339044777325,0.52,7104013.46,4,2018,2018-08-20,90.70897571198554
outubro 2018,FU17 - Demais Subfunções,12.537883366416121,14.531230970189048,0.9627481725277734,10.06068974513016,0.66,4092982.94,2.3123919861598186,7.7353750120632885,0.59,6221913.88,5,2018,2018-10-20,91.5545284999824
dezembro 2018,FU17 - Demais Subfunções,8.502796602786512,9.212091589317161,0.32573893564271966,6.980371821884457,0.4,2042008.13,1.8590968484839987,6.546683828678723,0.39,2438829.64,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,FU17 - Demais Subfunções,14.43785702485184,14.43785702485184,1.8574548976173642,1.8574548976173642,0.23,11597471.56,1.2422048282400338,1.2422048282400338,0.53,12164650.98,1,2019,2019-02-20,92.18681122198316
abril 2019,FU17 - Demais Subfunções,14.249158974837808,14.249158974837808,1.0310798941483825,6.774073632968804,0.66,6982299.17,1.7506958885987887,2.9766655076659214,0.58,10529367.65,2,2019,2019-04-20,93.40761811629307
junho 2019,FU17 - Demais Subfunções,6.628828308701869,6.977348271388235,0.8955097390159582,3.4454677096696256,0.28,3303664.6,1.0287233056027778,2.631561589323064,0.32,4064979.37,3,2019,2019-06-20,93.53840092464623
agosto 2019,FU17 - Demais Subfunções,14.18664660446021,15.834496733725523,4.576529119929345,12.36185049885515,0.88,3258009.32,2.151078585179857,7.463969136900436,0.67,7853163.0,4,2019,2019-08-20,93.8192116226781
outubro 2019,FU17 - Demais Subfunções,14.178145388485277,19.031383633232675,0.8792546641780427,13.233697439145324,0.83,5442604.91,2.0211659217123605,9.480662344557661,0.68,8965784.08,5,2019,2019-10-20,93.87546562196702
dezembro 2019,FU17 - Demais Subfunções,13.94582674183245,18.71954134579259,3.730057005134641,16.74691122571824,0.93,1882664.46,3.077448768345342,12.402763951133252,0.71,6028688.39,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,FU17 - Demais Subfunções,18.233509658841697,18.233509658841697,7.4212478673800835,7.4212478673800835,0.89,10366669.67,0.9492072837580006,0.9492072837580006,0.38,16571986.2,1,2020,2020-02-20,95.87882600277499
abril 2020,FU17 - Demais Subfunções,18.277415117113577,18.277415117113577,1.6818803458616836,9.1209982390713,0.85,8757976.2,1.3813758908353682,2.332868822368711,0.44,15250720.76,2,2020,2020-04-20,95.64850876331589
junho 2020,FU17 - Demais Subfunções,18.299555383180575,18.550778037926268,2.4619328920111925,11.593979812010058,0.91,6646023.13,2.392919097821579,4.728613830533502,0.57,13204698.49,3,2020,2020-06-20,95.53278554553334
agosto 2020,FU17 - Demais Subfunções,18.190256679287142,17.826078523218683,0.9377549852336384,12.462486832477078,0.88,5154776.75,2.6093316810788467,7.309702674446759,0.67,10106953.11,4,2020,2020-08-20,96.10680766207365
outubro 2020,FU17 - Demais Subfunções,17.920463386189525,16.448453603451025,0.7068357566802526,12.98448213187295,0.83,3379232.32,2.5169770933272178,9.718264103780129,0.72,6565548.84,5,2020,2020-10-20,97.55369949569847
dezembro 2020,FU17 - Demais Subfunções,17.5257801875,16.0861901875,1.025349651675,13.723859438375,0.8,2356439.65,2.351962443,11.856189918399998,0.72,4219451.64,6,2020,2020-12-20,99.75062344139651
