,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
fevereiro 2018,Ensino Fundamental,131.70036512840701,131.70036512840701,48.42145671216089,48.42145671216089,6.07,73897337.67,13.077438919687703,13.077438919687703,5.74,105259766.25,1,2018,2018-02-20,88.73475778602311
abril 2018,Ensino Fundamental,131.29309656871277,132.97830026577148,14.311041627764135,62.582760433623626,6.17,62659077.91,19.42861350204533,32.46561191340098,6.48,89466355.19,2,2018,2018-04-20,89.01001122998021
junho 2018,Ensino Fundamental,129.14281700839612,130.800420937002,14.903611582330225,76.4614100483748,6.42,49172492.25,21.179020893429016,53.11292060310401,6.82,70301022.15,3,2018,2018-06-20,90.4920635209639
agosto 2018,Ensino Fundamental,128.83399805005024,130.40657585594371,12.677024142033817,88.95559217447781,6.55,37599762.72,18.533399752389297,71.51931153537215,6.83,53416034.29,4,2018,2018-08-20,90.70897571198554
outubro 2018,Ensino Fundamental,127.64415033825713,130.088134613705,12.294768270257833,100.42881015985756,6.58,27154454.66,20.310979472745114,91.16977367210848,6.95,35631521.86,5,2018,2018-10-20,91.5545284999824
dezembro 2018,Ensino Fundamental,127.72118537121375,134.5067969319653,20.065462509485137,120.55488286322904,6.98,12765904.74,27.556153287150938,118.78094919491117,7.15,14389041.76,6,2018,2018-12-20,91.49930738611765
fevereiro 2019,Ensino Fundamental,127.82197196978291,127.82197196978291,34.62491560006183,34.62491560006183,4.37,85915394.42,12.713677460626961,12.713677460626961,5.41,106114666.16,1,2019,2019-02-20,92.18681122198316
abril 2019,Ensino Fundamental,126.15138077206367,126.16561943938892,25.730500589445725,59.90287991321769,5.83,61894446.69,19.149756755096956,31.697270626404663,6.2,88240634.5,2,2019,2019-04-20,93.40761811629307
junho 2019,Ensino Fundamental,125.97499939615915,125.98921815537304,15.698322351938943,75.51744771316463,6.15,47210486.99,22.43701152952907,54.08996390772045,6.55,67253412.7,3,2019,2019-06-20,93.53840092464623
agosto 2019,Ensino Fundamental,125.59794306725637,125.79420293430847,13.3163878100422,88.60780391582978,6.31,34887986.39,18.801781911090064,72.72984890815928,6.56,49784558.6,4,2019,2019-08-20,93.8192116226781
outubro 2019,Ensino Fundamental,125.52267966852716,127.58303479665918,14.524062351824433,103.07876886562858,6.49,23003493.74,20.67638669102698,93.36265291395902,6.66,32124542.83,5,2019,2019-10-20,93.87546562196702
dezembro 2019,Ensino Fundamental,123.46590438051861,129.19574153603378,22.77935363656312,124.16910610227869,6.87,4797385.88,29.073409386095495,120.90625113092206,6.92,7911431.96,6,2019,2019-12-20,95.43930414735041
fevereiro 2020,Ensino Fundamental,130.31031480963682,130.31031480963682,32.116326204399684,32.116326204399684,3.86,94147243.48,13.784660233133724,13.784660233133724,5.52,111723429.6,1,2020,2020-02-20,95.87882600277499
abril 2020,Ensino Fundamental,130.62409609455227,132.3021149374509,30.91464925310029,63.10831010378566,5.9,66182842.48,18.75533309608715,32.57318616131858,6.09,95389233.18,2,2020,2020-04-20,95.64850876331589
junho 2020,Ensino Fundamental,130.7823270163628,132.46237851997464,15.192651870369966,78.37740794683742,6.18,51668878.95,17.54843392691571,50.16107747340831,6.01,78624725.43,3,2020,2020-06-20,95.53278554553334
agosto 2020,Ensino Fundamental,130.00119662626636,131.57756778753412,13.228364961098418,91.13764409694902,6.42,38865519.68,14.83904505510686,64.70052285852644,5.93,64273392.94,4,2020,2020-08-20,96.10680766207365
