data,full_text,item,marca,preço,qtd,supermercado
19/03/21,Coxao Mole Cubo 500g Bandeja,Coxao,Genérico,20.95,500g,SV
19/03/21,Coxao Mole Bife 500g Bandeja,Coxao,Genérico,18.95,500g,SV
19/03/21,Carne Bovina Coxão Mole Moída Bandeja 500g,Carne,Friboi,17.98,500g,SV
19/03/21,Coxão Mole Pedaço 600g Bandeja,Coxão,Genérico,23.73,600g,SV
