data,full_text,item,marca,preço,qtd,supermercado
19/03/21,Banana Prata Bandeja 900g,Banana,Sem Marca,7.91,900g,SV
19/03/21,Banana Nanica 1kg,Banana,Sem Marca,7.67,1kg,SV
19/03/21,Banana Maça Bandeja 550g,Banana,Sem Marca,7.38,550g,SV
19/03/21,Banana Terra Bandeja 600g,Banana,Sem Marca,8.31,600g,SV
19/03/21,Banana Palito Falex 160g,Banana,Falex,6.37,160g,SV
