item,preço
Bife de Patinho Bovino Resfriado Bandeja 500g,"R$22,78"
Patinho Bovino Resfriado Bandeja 1Kg,"R$50,87"
Patinho Congelado Bovino BEST BEEF 800g,"R$41,49"
Carne Moida de Patinho Resfriado 500g,"R$27,90"
