item,preço
Coxao Duro Pedaco 600g Bandeja,"R$ 21,54"
Coxao Duro Bife 500g Bandeja,"R$ 17,95"
Coxao Duro Cubo 600g Bandeja,"R$ 22,50"
Coxao Duro Para Bife Role 500g Bandeja,"R$ 19,45"
Açúcar Refinado Guarani 1kg,"R$ 2,89"
Açúcar Refinado União 1kg,"R$ 3,19"
Açúcar Refinado União 1kg Edição Especial,"R$ 2,69"
Açúcar Refinado Guarani 1kg,"R$ 2,89"
Açúcar Refinado União 1kg,"R$ 3,19"
Açúcar Refinado União 1kg Edição Especial,"R$ 2,69"
