item,preço
Açúcar Refinado Especial Caravelas Pacote 1kg,"R$ 2,77"
Açúcar Refinado União 1 kg,"R$ 2,99"
Açúcar Refinado Alto Alegre - 1kg,"R$ 2,66"
Açúcar Refinado Alto Alegre - 1kg,"R$ 4,12"
Açúcar Refinado M&K - 1kg,"R$ 2,73"
Açucar Da Barra Refinado - 1kg,"R$ 2,94"
