,item,preço
0,"Banana Nanica 1 Cacho 1.500 Kg
0
R$ 8,98
R$ 4,49
1 unidade aproximadamente 1,500 kg Preço por KG R$ 2,99","R$ 4,49"
1,"Banana Prata 1 Cacho 1.400kg
4
R$ 9,79
1 unidade aproximadamente 1,400 kg Preço por KG R$ 6,99","R$ 9,79"
2,"Banana Maçã 1 Cacho 1.200 Kg
0
R$ 11,99
1 unidade aproximadamente 1,200 kg Preço por KG R$ 9,99","R$ 11,99"
3,"Banana Da Terra 1 Cacho 1.500 Kg
0
R$ 14,99
1 unidade aproximadamente 1,500 kg Preço por KG R$ 9,99","R$ 14,99"
